date,sp500,cpi,interest_rate,cape_ratio
1986.06,245.3,109.5,7.8,13.89
1986.07,240.2,109.5,7.3,13.62
1986.08,245.0,109.7,7.17,13.89
1986.09,238.3,110.2,7.45,13.47
1986.1,237.4,110.3,7.43,13.43
1986.11,245.1,110.4,7.25,13.87
1986.12,248.6,110.5,7.11,14.09
1987.01,264.5,111.2,7.08,14.92
1987.02,280.9,111.6,7.25,15.82
1987.03,292.5,112.1,7.25,16.43
1987.04,289.3,112.7,8.02,16.2
1987.05,289.1,113.1,8.61,16.16
1987.06,301.4,113.5,8.4,16.83
1987.07,310.1,113.8,8.45,17.31
1987.08,329.4,114.4,8.76,18.33
1987.09,318.7,115.0,9.42,17.68
1987.1,280.2,115.3,9.52,15.53
1987.11,245.0,115.4,8.86,13.59
1987.12,241.0,115.4,8.99,13.39
1988.01,250.5,115.7,8.67,13.9
1988.02,258.1,116.0,8.21,14.3
1988.03,265.7,116.5,8.37,14.67
1988.04,262.6,117.1,8.72,14.43
1988.05,256.1,117.5,9.09,14.03
1988.06,270.7,118.0,8.92,14.77
1988.07,269.1,118.5,9.06,14.61
1988.08,263.7,119.0,9.26,14.24
1988.09,268.0,119.8,8.98,14.37
1988.1,277.4,120.2,8.8,14.81
1988.11,271.0,120.3,8.96,14.45
1988.12,276.5,120.5,9.11,14.7
1989.01,285.4,121.1,9.09,15.09
1989.02,294.0,121.6,9.17,15.47
1989.03,292.7,122.3,9.36,15.3
1989.04,302.3,123.1,9.18,15.69
1989.05,313.9,123.8,8.86,16.19
1989.06,323.7,124.1,8.28,16.64
1989.07,331.9,124.4,8.02,17.01
1989.08,346.6,124.6,8.11,17.73
1989.09,347.3,125.0,8.19,17.71
1989.1,347.4,125.6,8.01,17.64
1989.11,340.2,125.9,7.87,17.24
1989.12,348.6,126.1,7.84,17.65
1990.01,339.97,127.4,8.21,17.05
1990.02,330.45,128.0,8.47,16.51
1990.03,338.46,128.7,8.59,16.83
1990.04,338.18,128.9,8.79,16.81
1990.05,350.25,129.2,8.76,17.39
1990.06,360.39,129.9,8.48,17.82
1990.07,360.03,130.4,8.47,17.75
1990.08,330.75,131.6,8.75,16.17
1990.09,315.41,132.7,8.89,15.3
1990.1,307.12,133.5,8.72,14.82
1990.11,315.29,133.8,8.39,15.19
1990.12,328.75,133.8,8.08,15.85
1991.01,325.49,134.6,8.09,15.61
1991.02,362.26,134.8,7.85,17.35
1991.03,372.28,135.0,8.11,17.82
1991.04,379.68,135.2,8.04,18.16
1991.05,377.99,135.6,8.07,18.04
1991.06,378.29,136.0,8.28,18.02
1991.07,380.23,136.2,8.27,18.1
1991.08,389.4,136.6,7.9,18.51
1991.09,387.2,137.2,7.65,18.36
1991.1,386.88,137.4,7.53,18.35
1991.11,385.92,137.8,7.42,18.29
1991.12,388.51,137.9,7.09,18.44
1992.01,416.08,138.1,7.03,19.77
1992.02,412.56,138.6,7.34,19.58
1992.03,407.36,139.3,7.54,19.28
1992.04,407.41,139.5,7.48,19.3
1992.05,414.81,139.7,7.39,19.66
1992.06,408.27,140.2,7.26,19.32
1992.07,415.05,140.5,6.84,19.62
1992.08,417.93,140.9,6.59,19.72
1992.09,418.48,141.3,6.42,19.71
1992.1,412.5,141.8,6.59,19.37
1992.11,422.84,142.0,6.87,19.83
1992.12,435.64,141.9,6.77,20.45
1993.01,435.23,142.6,6.6,20.32
1993.02,441.7,143.1,6.26,20.55
1993.03,450.16,143.6,5.98,20.86
1993.04,443.08,144.0,5.97,20.46
1993.05,445.25,144.2,6.04,20.52
1993.06,448.06,144.4,5.96,20.61
1993.07,447.29,144.4,5.81,20.56
1993.08,454.13,144.8,5.68,20.81
1993.09,459.24,145.1,5.36,20.99
1993.1,463.9,145.7,5.33,21.11
1993.11,462.89,145.8,5.72,21.04
1993.12,465.95,145.8,5.77,21.16
1994.01,472.99,146.2,5.75,21.41
1994.02,471.58,146.7,5.97,21.26
1994.03,463.81,147.2,6.48,20.83
1994.04,447.23,147.4,6.97,20.06
1994.05,450.9,147.5,7.18,20.2
1994.06,454.83,148.0,7.1,20.29
1994.07,451.4,148.4,7.3,20.07
1994.08,464.24,149.0,7.24,20.54
1994.09,466.96,149.4,7.46,20.58
1994.1,463.81,149.5,7.74,20.4
1994.11,461.01,149.7,7.96,20.21
1994.12,455.19,149.7,7.81,19.91
1995.01,465.25,150.3,7.78,20.22
1995.02,481.92,150.9,7.47,20.8
1995.03,493.15,151.4,7.2,21.15
1995.04,507.91,151.9,7.06,21.64
1995.05,523.81,152.2,6.63,22.2
1995.06,539.35,152.5,6.17,22.72
1995.07,557.37,152.5,6.28,23.38
1995.08,559.11,152.9,6.49,23.28
1995.09,578.77,153.2,6.2,23.95
1995.1,582.92,153.7,6.04,23.93
1995.11,595.53,153.6,5.93,24.35
1995.12,614.57,153.5,5.71,25.03
1996.01,614.42,154.4,5.65,24.76
1996.02,649.54,154.9,5.81,25.98
1996.03,647.07,155.7,6.27,25.63
1996.04,647.17,156.3,6.51,25.42
1996.05,661.23,156.6,6.74,25.81
1996.06,668.5,156.7,6.91,25.97
1996.07,644.07,157.0,6.87,24.86
1996.08,662.68,157.3,6.64,25.41
1996.09,674.88,157.8,6.83,25.68
1996.1,701.46,158.3,6.53,26.48
1996.11,735.67,158.6,6.2,27.59
1996.12,743.25,158.6,6.3,27.72
1997.01,766.22,159.1,6.58,28.33
1997.02,798.39,159.6,6.42,29.27
1997.03,792.16,160.0,6.69,28.8
1997.04,763.93,160.2,6.89,27.59
1997.05,833.09,160.1,6.71,29.93
1997.06,876.29,160.3,6.49,31.26
1997.07,925.29,160.5,6.22,32.77
1997.08,927.24,160.8,6.3,32.59
1997.09,937.02,161.2,6.21,32.67
1997.1,951.16,161.6,6.03,32.9
1997.11,938.92,161.5,5.88,32.34
1997.12,962.37,161.3,5.81,33.03
1998.01,963.36,161.6,5.54,32.86
1998.02,1023.74,161.9,5.57,34.71
1998.03,1076.83,162.2,5.65,36.3
1998.04,1112.2,162.5,5.64,37.28
1998.05,1108.42,162.8,5.65,36.96
1998.06,1108.39,163.0,5.5,36.8
1998.07,1156.58,163.2,5.46,38.26
1998.08,1074.62,163.4,5.34,35.42
1998.09,1020.64,163.6,4.81,33.53
1998.1,1032.47,164.0,4.53,33.77
1998.11,1144.43,164.0,4.83,37.37
1998.12,1190.05,163.9,4.65,38.82
1999.01,1248.77,164.3,4.72,40.58
1999.02,1246.58,164.5,5.0,40.4
1999.03,1281.66,165.0,5.23,41.36
1999.04,1334.76,166.2,5.18,42.7
1999.05,1332.07,166.2,5.54,42.56
1999.06,1322.55,166.2,5.9,42.18
1999.07,1380.99,166.7,5.79,43.83
1999.08,1327.49,167.1,5.94,41.93
1999.09,1318.17,167.9,5.92,41.32
1999.1,1300.01,168.2,6.11,40.55
1999.11,1391.0,168.3,6.03,43.21
1999.12,1428.68,168.3,6.28,44.2
2000.01,1425.59,168.8,6.66,43.77
2000.02,1388.87,169.8,6.52,42.19
2000.03,1442.21,171.2,6.26,43.22
2000.04,1461.36,171.3,5.99,43.53
2000.05,1418.48,171.5,6.44,41.97
2000.06,1461.96,172.4,6.1,42.78
2000.07,1473.0,172.8,6.05,42.76
2000.08,1485.46,172.8,5.83,42.87
2000.09,1468.05,173.7,5.8,41.9
2000.1,1390.14,174.0,5.74,39.37
2000.11,1378.04,174.1,5.72,38.78
2000.12,1330.93,174.0,5.24,37.27
2001.01,1335.63,175.1,5.16,36.98
2001.02,1305.75,175.8,5.1,35.83
2001.03,1185.85,176.2,4.89,32.33
2001.04,1189.84,176.9,5.14,32.17
2001.05,1270.37,177.7,5.39,34.07
2001.06,1238.71,178.0,5.28,33.07
2001.07,1204.45,177.5,5.24,32.16
2001.08,1178.5,177.5,4.97,31.4
2001.09,1044.64,178.3,4.73,27.67
2001.1,1076.59,177.7,4.57,28.58
2001.11,1129.68,177.4,4.65,30.01
2001.12,1144.93,176.7,5.09,30.5
2002.01,1140.21,177.1,5.04,30.28
2002.02,1100.67,177.8,4.91,29.09
2002.03,1153.79,178.8,5.28,30.29
2002.04,1111.93,179.8,5.21,29.01
2002.05,1079.25,179.8,5.16,28.13
2002.06,1014.02,179.9,4.93,26.39
2002.07,903.59,180.1,4.65,23.46
2002.08,912.55,180.7,4.26,23.59
2002.09,867.81,181.0,3.87,22.37
2002.1,854.63,181.3,3.94,21.96
2002.11,909.93,181.3,4.05,23.35
2002.12,899.18,180.9,4.03,23.1
2003.01,895.84,181.7,4.05,22.9
2003.02,837.03,183.1,3.9,21.21
2003.03,846.63,184.2,3.81,21.31
2003.04,890.03,183.8,3.96,22.43
2003.05,935.96,183.5,3.57,23.59
2003.06,988.0,183.7,3.33,24.83
2003.07,992.54,183.9,3.98,24.87
2003.08,989.53,184.6,4.45,24.64
2003.09,1019.44,185.2,4.27,25.24
2003.1,1038.73,185.0,4.29,25.68
2003.11,1049.9,184.5,4.3,25.95
2003.12,1080.64,184.3,4.27,26.64
2004.01,1132.52,185.2,4.15,27.66
2004.02,1143.36,186.2,4.08,27.65
2004.03,1123.98,187.4,3.83,26.89
2004.04,1133.36,188.0,4.35,26.9
2004.05,1102.78,189.1,4.72,25.9
2004.06,1132.76,189.7,4.73,26.4
2004.07,1105.85,189.4,4.5,25.7
2004.08,1088.94,189.5,4.28,25.17
2004.09,1117.66,189.9,4.13,25.67
2004.1,1117.21,190.9,4.1,25.41
2004.11,1168.94,191.0,4.19,26.47
2004.12,1199.21,190.3,4.23,27.14
2005.01,1181.41,190.7,4.22,26.59
2005.02,1199.63,191.8,4.17,26.74
2005.03,1194.9,193.3,4.5,26.34
2005.04,1164.43,194.6,4.34,25.41
2005.05,1178.28,194.4,4.14,25.65
2005.06,1202.25,194.5,4.0,26.07
2005.07,1222.24,195.4,4.18,26.29
2005.08,1224.27,196.4,4.26,26.1
2005.09,1225.92,198.8,4.2,25.73
2005.1,1191.96,199.2,4.46,24.88
2005.11,1237.37,197.6,4.54,25.93
2005.12,1262.07,196.8,4.47,26.44
2006.01,1278.73,198.3,4.42,26.47
2006.02,1276.65,198.7,4.57,26.25
2006.03,1293.74,199.8,4.72,26.33
2006.04,1302.17,201.5,4.99,26.15
2006.05,1290.01,202.5,5.11,25.65
2006.06,1253.17,202.9,5.11,24.75
2006.07,1260.24,203.5,5.09,24.7
2006.08,1287.15,203.9,4.88,25.05
2006.09,1317.74,202.9,4.72,25.64
2006.1,1363.38,201.8,4.73,26.54
2006.11,1388.64,201.5,4.6,26.93
2006.12,1416.42,201.8,4.56,27.28
2007.01,1424.16,202.42,4.76,27.21
2007.02,1444.8,203.5,4.72,27.32
2007.03,1406.95,205.35,4.56,26.23
2007.04,1463.64,206.69,4.69,26.98
2007.05,1511.14,207.95,4.75,27.55
2007.06,1514.19,208.35,5.1,27.42
2007.07,1520.71,208.3,5.0,27.41
2007.08,1454.62,207.92,4.67,26.15
2007.09,1497.12,208.49,4.52,26.73
2007.1,1539.66,208.94,4.53,27.32
2007.11,1463.39,210.18,4.15,25.73
2007.12,1479.22,210.04,4.1,25.96
2008.01,1378.76,211.08,3.74,24.02
2008.02,1354.87,211.69,3.74,23.5
2008.03,1316.94,213.53,3.51,22.61
2008.04,1370.47,214.82,3.68,23.36
2008.05,1403.22,216.63,3.88,23.7
2008.06,1341.25,218.82,4.1,22.42
2008.07,1257.33,219.96,4.01,20.91
2008.08,1281.47,219.09,3.89,21.4
2008.09,1216.95,218.78,3.69,20.36
2008.1,968.8,216.57,3.81,16.39
2008.11,883.04,212.43,3.53,15.26
2008.12,877.56,210.23,2.42,15.38
2009.01,865.58,211.14,2.52,15.17
2009.02,805.23,212.19,2.87,14.12
2009.03,757.13,212.71,2.82,13.32
2009.04,848.15,213.24,2.93,14.98
2009.05,902.41,213.86,3.29,16.0
2009.06,926.12,215.69,3.72,16.38
2009.07,935.82,215.35,3.56,16.69
2009.08,1009.73,215.83,3.59,18.09
2009.09,1044.55,215.97,3.4,18.83
2009.1,1067.66,216.18,3.39,19.36
2009.11,1088.07,216.33,3.4,19.81
2009.12,1110.38,215.95,3.59,20.32
2010.01,1123.58,216.69,3.73,20.53
2010.02,1089.16,216.74,3.69,19.92
2010.03,1152.05,217.63,3.73,21.0
2010.04,1197.32,218.01,3.85,21.8
2010.05,1125.06,218.18,3.42,20.48
2010.06,1083.36,217.97,3.2,19.74
2010.07,1079.8,218.01,3.01,19.67
2010.08,1087.28,218.31,2.7,19.77
2010.09,1122.08,218.44,2.65,20.38
2010.1,1171.58,218.71,2.54,21.24
2010.11,1198.89,218.8,2.76,21.7
2010.12,1241.53,219.18,3.29,22.4
2011.01,1282.62,220.22,3.39,22.98
2011.02,1321.12,221.31,3.58,23.49
2011.03,1304.49,223.47,3.41,22.9
2011.04,1331.51,224.91,3.46,23.14
2011.05,1338.31,225.96,3.17,23.06
2011.06,1287.29,225.72,3.0,22.1
2011.07,1325.19,225.92,3.0,22.61
2011.08,1185.31,226.55,2.3,20.05
2011.09,1173.88,226.89,1.98,19.7
2011.1,1207.22,226.42,2.15,20.16
2011.11,1226.42,226.23,2.01,20.35
2011.12,1243.32,225.67,1.98,20.52
2012.01,1300.58,226.67,1.97,21.21
2012.02,1352.49,227.66,1.97,21.8
2012.03,1389.24,229.39,2.17,22.05
2012.04,1386.43,230.09,2.05,21.78
2012.05,1341.27,229.82,1.8,20.94
2012.06,1323.48,229.48,1.62,20.55
2012.07,1359.78,229.1,1.53,21.0
2012.08,1403.45,230.38,1.68,21.41
2012.09,1443.42,231.41,1.72,21.78
2012.1,1437.82,231.32,1.75,21.58
2012.11,1394.51,230.22,1.65,20.9
2012.12,1422.29,229.6,1.72,21.24
2013.01,1480.4,230.28,1.91,21.9
2013.02,1512.31,232.17,1.98,22.05
2013.03,1550.83,232.77,1.96,22.42
2013.04,1570.7,232.53,1.76,22.6
2013.05,1639.84,232.95,1.93,23.41
2013.06,1618.77,233.5,2.3,22.93
2013.07,1668.68,233.6,2.58,23.49
2013.08,1670.09,233.88,2.74,23.36
2013.09,1687.17,234.15,2.81,23.44
2013.1,1720.03,233.55,2.62,23.83
2013.11,1783.54,233.07,2.72,24.64
2013.12,1807.78,233.05,2.9,24.86
2014.01,1822.36,233.92,2.86,24.86
2014.02,1817.04,234.78,2.71,24.59
2014.03,1863.52,236.29,2.72,24.96
2014.04,1864.26,237.07,2.71,24.79
2014.05,1889.77,237.9,2.56,24.94
2014.06,1947.09,238.34,2.6,25.56
2014.07,1973.1,238.25,2.54,25.82
2014.08,1961.53,237.85,2.42,25.62
2014.09,1993.23,238.03,2.53,25.92
2014.1,1937.27,237.43,2.3,25.16
2014.11,2044.57,236.15,2.33,26.61
2014.12,2054.27,234.81,2.21,26.79
2015.01,2028.18,233.71,1.88,26.49
2015.02,2082.2,234.72,1.98,27.0
2015.03,2079.99,236.12,2.04,26.73
2015.04,2094.86,236.6,1.94,26.79
2015.05,2111.94,237.81,2.2,26.81
2015.06,2099.29,238.64,2.36,26.5
2015.07,2094.14,238.65,2.32,26.38
2015.08,2039.87,238.32,2.17,25.69
2015.09,1944.41,237.95,2.17,24.5
2015.1,2024.81,237.84,2.07,25.49
2015.11,2080.62,237.34,2.26,26.23
2015.12,2054.08,236.53,2.24,25.97
2016.01,1918.6,236.92,2.09,24.21
2016.02,1904.42,237.11,1.78,24.0
2016.03,2021.95,238.13,1.89,25.37
2016.04,2075.54,239.26,1.81,25.92
2016.05,2065.55,240.23,1.81,25.69
2016.06,2083.89,241.02,1.64,25.84
2016.07,2148.9,240.63,1.5,26.69
2016.08,2170.95,240.85,1.56,26.95
2016.09,2157.69,241.43,1.63,26.73
2016.1,2143.02,241.73,1.76,26.53
2016.11,2164.99,241.35,2.14,26.85
2016.12,2246.63,241.43,2.49,27.87
2017.01,2275.12,242.84,2.43,28.06
2017.02,2329.91,243.6,2.42,28.66
2017.03,2366.82,243.8,2.48,29.09
2017.04,2359.31,244.52,2.3,28.9
2017.05,2395.35,244.73,2.3,29.31
2017.06,2433.99,244.96,2.19,29.75
2017.07,2454.1,244.79,2.32,30.0
2017.08,2456.22,245.52,2.21,29.91
2017.09,2492.84,246.82,2.2,30.17
2017.1,2557.0,246.66,2.36,30.92
2017.11,2593.61,246.67,2.35,31.3
2017.12,2664.34,246.52,2.4,32.09
2018.01,2789.8,247.87,2.58,33.31
2018.02,2705.16,248.99,2.86,32.04
2018.03,2702.77,249.55,2.84,31.81
2018.04,2653.63,250.55,2.87,30.97
2018.05,2701.49,251.59,2.98,31.24
2018.06,2754.35,251.99,2.91,31.63
2018.07,2793.64,252.01,2.89,31.89
2018.08,2857.82,252.15,2.89,32.39
2018.09,2901.5,252.44,3.0,32.62
2018.1,2785.46,252.89,3.15,31.04
2018.11,2723.23,252.04,3.12,30.2
2018.12,2567.31,251.23,2.83,28.29
2019.01,2607.39,251.71,2.71,28.38
2019.02,2754.86,252.78,2.68,29.54
2019.03,2803.98,254.2,2.57,29.58
2019.04,2903.8,255.55,2.53,30.13
2019.05,2854.71,256.09,2.4,29.24
2019.06,2890.17,256.14,2.06,29.28
2019.07,2996.11,256.57,1.63,29.99
2019.08,2897.5,256.56,1.63,28.71
2019.09,2982.16,256.76,1.7,29.23
2019.1,2977.68,257.35,1.71,28.84
2019.11,3104.9,257.21,1.81,29.84
2019.12,3176.75,256.97,1.86,30.33
2020.01,3278.2,257.97,1.76,30.99
2020.02,3277.31,258.68,1.5,30.73
2020.03,2652.39,258.12,0.87,24.82
2020.04,2761.98,256.39,0.66,25.93
2020.05,2919.62,256.39,0.67,27.33
2020.06,3104.66,257.8,0.73,28.84
2020.07,3207.62,259.1,0.62,29.6
2020.08,3391.71,259.92,0.65,31.16
2020.09,3365.52,260.28,0.68,30.84
2020.1,3418.7,260.39,0.79,31.28
2020.11,3548.99,260.23,0.87,32.47
2020.12,3695.31,260.47,0.93,33.77
2021.01,3793.75,261.58,1.08,34.51
2021.02,3883.43,263.01,1.26,35.1
2021.03,3910.51,264.88,1.61,35.04
2021.04,4141.18,267.05,1.64,36.72
2021.05,4167.85,269.2,1.62,36.55
2021.06,4238.49,271.7,1.52,36.7
2021.07,4363.71,273.0,1.32,37.44
2021.08,4454.21,273.57,1.28,37.97
2021.09,4445.54,274.31,1.37,37.62
2021.1,4460.71,276.59,1.58,37.25
2021.11,4667.39,277.95,1.56,38.58
2021.12,4674.77,278.8,1.47,38.3
2022.01,4573.82,281.15,1.76,36.94
2022.02,4435.98,283.72,1.93,35.46
2022.03,4391.27,287.5,2.13,34.61
2022.04,4391.3,289.4,2.75,34.34
2022.05,4175.48,290.35,2.97,32.51
