permalink,name,market,status,funding_total_usd
/organization/dentalfran-mid-atlantic-partnership,DentalFran Mid-Atlantic Partnership,medical,operating, -   
/organization/dentalink,Dentalink,software,operating," 2,90,000 "
/organization/dentazoom,dentaZOOM,health and wellness,operating, -   
/organization/dentlight,DentLight,hospitality,operating," 2,50,000 "
/organization/denton-bio-fuels,Denton Bio Fuels,clean technology,operating," 25,000 "
/organization/dentys,Denty's,dental,operating," 45,00,000 "
/organization/denwa-communications,Denwa Communications,mobile,operating, -   
/organization/deontics,DEONTICS,health and wellness,operating," 11,59,132 "
/organization/departing,Departing,funeral industry,operating," 12,50,000 "
/organization/department-of-health-and-human-services,Department of Health and Human Services,health and wellness,operating," 45,00,000 "
/organization/depict,depict,design,operating," 15,54,396 "
/organization/depomed,DepoMed,pharmaceuticals,operating," 30,00,00,000 "
/organization/depop,Depop,mobile,operating," 23,15,715 "
/organization/deporvillage,Deporvillage,e-commerce,operating," 5,07,080 "
/organization/deposco,Deposco,software,operating," 21,00,000 "
/organization/depositphotos,Depositphotos,curated web,operating," 30,00,000 "
/organization/depotpoint,DepotPoint,software,operating," 1,30,00,000 "
/organization/deq,DEQ,games,operating," 10,00,000 "
/organization/der-grne-punkt-duales-system-deutschland,Der Grüne Punkt,clean technology,operating, -   
/organization/derbyjackpot,DerbyJackpot,social games,operating, -   
/organization/derbysoft,DerbySoft,hotels,operating," 3,05,00,000 "
/organization/derbywire,Derbywire,mobile,operating," 25,000 "
/organization/derceto,Derceto,software,operating," 21,90,000 "
/organization/de-revolutione,DeRev,media,operating," 15,30,625 "
/organization/dering-hall,Dering Hall,design,operating," 14,00,000 "
/organization/derivative-path-inc,"Derivative Path, Inc.",finance technology,operating, -   
/organization/derivix,Derivix,software,acquired," 1,27,00,000 "
/organization/derma-sciences,Derma Sciences,hardware + software,operating," 2,90,74,972 "
/organization/dermagen,DermaGen,biotechnology,closed, -   
/organization/dermal-life,Dermal Life,health and wellness,operating," 13,00,000 "
/organization/dermamedics,DermaMedics,health care,operating," 15,00,000 "
/organization/dermapproved,DermApproved,software,operating," 11,15,000 "
/organization/dermira,Dermira,biotechnology,operating," 12,80,00,000 "
/organization/dermlink-inc,DermLink,software,operating, -   
/organization/dermsearch,dermSearch,search,operating," 20,000 "
/organization/dermtech-international,DermTech International,biotechnology,operating," 1,67,58,700 "
/organization/derp-technologies,DERP Technologies,clean technology,operating," 1,50,000 "
/organization/desalitech,Desalitech,clean technology,operating," 1,12,50,000 "
/organization/desall,Desall,crowdsourcing,operating, -   
/organization/descargas-online,Descargas Online,games,operating," 5,43,270 "
/organization/descomplica,Descomplica,education,operating," 70,60,000 "
/organization/describeme,DescribeMe,social media,operating," 50,000 "
/organization/desecuritrex-llc,Desecuritrex,consulting,operating, -   
/organization/desert-biker-magazine,Desert Biker Magazine,news,operating, -   
/organization/desi-hits,Desi Hits,games,operating," 50,00,000 "
/organization/desicrew-solutions,DesiCrew Solutions,education,operating," 12,00,000 "
/organization/design-a,Design A,advertising,operating," 10,000 "
/organization/design-clinicals,Design Clinicals,software,acquired," 4,32,299 "
/organization/design-led-products,Design LED Products,hardware + software,operating," 15,16,196 "
/organization/design-within-reach,Design Within Reach,indoor positioning,acquired," 1,68,00,000 "
/organization/design2launch,Design2Launch,software,acquired," 2,00,000 "
/organization/designart-networks,DesignArt Networks,software,acquired," 20,00,000 "
/organization/designcrowd,DesignCrowd,marketplaces,acquired," 63,00,000 "
/organization/designer-material,Designer Material,e-commerce,operating," 12,000 "
/organization/designerpages,Designer Pages Online,design,operating," 3,50,000 "
/organization/designface-it,DesignFace IT,web design,operating," 3,766 "
/organization/designgooroo,DesignGooroo,curated web,operating, -   
/organization/designhub,DesignHub,design,operating," 50,000 "
/organization/designlab,Designlab,education,operating," 1,50,000 "
/organization/designline,DesignLine,manufacturing,operating," 7,04,00,025 "
/organization/designmedix,DesignMedix,biotechnology,operating," 1,27,31,053 "
/organization/designmynight,DesignMyNight,hospitality,operating," 3,78,812 "
/organization/designpax,DesignPax,email,operating," 50,000 "
/organization/designwine,DesignWine,e-commerce,operating," 11,88,427 "
/organization/desigual,Desigual,design,operating," 36,66,81,000 "
/organization/desire2learn,Desire2Learn,mobile,operating," 16,50,00,000 "
/organization/assistly,Desk,customer support tools,acquired," 57,00,000 "
/organization/deskactive,DeskActive,health and wellness,operating," 6,77,000 "
/organization/deskarma,Deskarma,reputation,operating, -   
/organization/deskgod,DeskGod,saas,operating," 86,625 "
/organization/deskidea,Deskidea,e-commerce,operating," 4,60,180 "
/organization/desklodge,DeskLodge,hospitality,operating," 18,193 "
/organization/deskmetrics,DeskMetrics,mobile,operating," 2,80,000 "
/organization/deskom,Deskom,software,acquired," 41,56,680 "
/organization/desktimeapp,Desktime,software,operating, -   
/organization/desktone,Desktone,web hosting,acquired," 2,62,49,976 "
/organization/desktop-genetics,Desktop Genetics,human resources,operating," 3,75,000 "
/organization/deskwanted,Deskwanted,search,closed," 6,81,350 "
/organization/deskwolf,Deskwolf,consulting,operating," 19,29,900 "
/organization/desmos,Desmos,education,operating," 9,00,000 "
/organization/despegar,Despegar.com,leisure,operating," 2,10,00,000 "
/organization/desrueda-com,DesRueda.com,automotive,operating," 8,000 "
/organization/tripboard,Desti,search,acquired," 20,00,000 "
/organization/destinationrx,DestinationRX,health care,operating," 1,85,00,000 "
/organization/destinator-technologies,Destinator Technologies,software,operating," 1,65,00,000 "
/organization/destineer,Destineer,games,operating," 1,20,00,000 "
/organization/destiny-pharma,Destiny Pharma,biotechnology,operating," 47,09,879 "
/organization/desura,Desura,video games,acquired," 1,00,000 "
/organization/detectent,Detectent,analytics,operating," 80,221 "
/organization/deus,DEUS,manufacturing,operating," 4,75,000 "
/organization/deutsche-startups,Deutsche Startups,news,operating, -   
/organization/dev4x,Dev4X,software,operating," 1,00,000 "
/organization/dev9k,dev9k,startups,operating," 19,611 "
/organization/devcon-security-services,Devcon Security Services,security,operating," 21,50,00,000 "
/organization/developintelligence,DevelopIntelligence,training,operating," 25,000 "
/organization/devhd,DevHD,curated web,operating," 10,00,000 "
/organization/deviantart,deviantART,curated web,operating," 1,35,37,704 "
/organization/device-innovation-group,Device Innovation Group,biotechnology,operating," 40,00,000 "
/organization/deviceauthority,DeviceAuthority,software,operating, -   
/organization/devicefidelity,DeviceFidelity,mobile,operating," 96,46,024 "
/organization/devicescape,Devicescape,mobile,operating," 2,68,12,411 "
/organization/devicor-medical-products-group,DEVICOR MEDICAL PRODUCTS GROUP,medical,acquired," 15,15,00,204 "
/organization/devign-lab,Devign Lab,payments,operating," 2,00,000 "
/organization/devkinetic-designs,Devkinetic Designs,public relations,operating," 10,000 "
/organization/devolia,Devolia,internet,operating, -   
/organization/devonshire-reit,Devonshire REIT,commercial real estate,operating," 3,50,000 "
/organization/devonway,DevonWay,enterprise software,operating," 70,50,000 "
/organization/devotee,Devotee,mobile,closed," 25,000 "
/organization/devshop,Devshop,online scheduling,operating," 2,80,000 "
/organization/devsisters,devsisters,games,operating," 46,01,259 "
/organization/devtap,Devtap,search,closed," 26,00,000 "
/organization/devtoo,Devtoo,software,operating," 40,000 "
/organization/devunity,Devunity,social media,operating," 1,00,000 "
/organization/devver,Devver,finance,closed," 5,15,000 "
/organization/devzuz,DevZuz,enterprise software,acquired," 92,50,000 "
/organization/dew-mobile,DewMobile,curated web,operating," 2,00,00,000 "
/organization/dexawave,Dexawave,technology,operating, -   
/organization/dexcom,Dexcom,health care,operating," 39,64,019 "
/organization/dexetra,Dexetra,android,operating," 12,00,000 "
/organization/dexin-interactive,Dexin Interactive,games,operating," 2,00,00,000 "
/organization/dexma,DEXMA,saas,operating," 13,91,800 "
/organization/dexmo,Dexmo,education,closed," 1,05,000 "
/organization/dexrex,Dexrex Gear,mobile,operating," 37,70,000 "
/organization/dexter-gilley-construction,Dexter Gilley Construction,real estate,operating," 30,000 "
/organization/dexterra,Dexterra,optimization,acquired," 12,25,00,000 "
/organization/dextr,Dextr,usability,operating," 3,40,000 "
/organization/dextrys,Dextrys,consulting,operating," 4,80,00,000 "
/organization/dey-storage-systems,DEY Storage Systems,software,operating," 30,00,000 "
/organization/deyapa,DeYapa,curated web,operating," 50,000 "
/organization/dezide,Dezide,software,operating," 3,50,000 "
/organization/dezineforce,Dezineforce,software,closed," 15,85,418 "
/organization/dfine-inc,DFine,medical devices,operating," 10,08,42,000 "
/organization/dfmeibao-com,Dfmeibao.com,mobile,operating," 3,00,00,000 "
/organization/dfmsim,DFMSim,semiconductors,operating," 68,38,559 "
/organization/dft-microsystems,DFT Microsystems,semiconductors,operating," 34,00,000 "
/organization/dgimed-ortho,Dgimed Ortho,health care,operating," 81,30,645 "
/organization/mediamind,DGIT,advertising,operating," 3,80,00,000 "
/organization/dgplabs,DGP Labs,curated web,closed," 47,50,000 "
/organization/dgts,DGTS,gps,operating," 80,000 "
/organization/dhaani-systems,Dhaani Systems,clean technology,operating," 7,32,220 "
/organization/dheere-bolo,Dheere Bolo,education,operating, -   
/organization/dhf-taxi,Dhf Taxi,public transportation,operating," 10,00,000 "
/organization/dhgate,DHgate,e-commerce,operating," 1,60,00,000 "
/organization/dhingana,Dhingana,video streaming,acquired," 82,50,000 "
/organization/diabetes-america,Diabetes America,health and wellness,operating," 82,69,189 "
/organization/diabetes-care-group,Diabetes Care Group,health and wellness,operating," 1,12,02,957 "
/organization/diabetica,Diabetica,biotechnology,closed," 12,10,000 "
/organization/diabeto,Diabeto,mobile,operating," 40,000 "
/organization/diabetomics,DiabetOmics,health and wellness,operating," 60,00,000 "
/organization/diablo-technologies,Diablo Technologies,semiconductors,operating," 5,05,00,000 "
/organization/diadexus,diaDexus,biotechnology,operating," 6,87,00,000 "
/organization/diaferon,Diaferon,biotechnology,closed," 9,27,000 "
/organization/diagnoplex,Diagnoplex,biotechnology,operating," 97,00,000 "
/organization/diagnose-me,Diagnose.me,medical,operating," 6,39,401 "
/organization/diagnosia,Diagnosia,internet,operating," 17,00,000 "
/organization/diagnosoft,Diagnosoft,biotechnology,operating," 40,00,000 "
/organization/diagnostic-biochips,Diagnostic Biochips,biotechnology,operating," 1,50,000 "
/organization/diagnostic-healthcare,Diagnostic Healthcare,biotechnology,operating," 15,03,411 "
/organization/diagnostic-hybrids,Diagnostic Hybrids,biotechnology,acquired, -   
/organization/diagnostic-imaging-international,Diagnostic Imaging International,biotechnology,operating," 22,26,136 "
/organization/diagnostic-innovations,Diagnostic Innovations,manufacturing,operating," 8,25,000 "
/organization/diagnostic-photonics,Diagnostic Photonics,biotechnology,operating," 15,96,510 "
/organization/diagnotes,"Diagnotes, Inc.",health care information technology,operating," 17,00,000 "
/organization/diagnovus,Diagnovus,medical,operating," 20,10,000 "
/organization/diagonal-view,Diagonal View,games,operating," 10,00,000 "
/organization/dial-a-dealer,Dial a Dealer,gambling,closed," 1,40,000 "
/organization/dial2do,Dial2Do,web development,operating," 14,56,000 "
/organization/dialectica,Dialectica,biotechnology,operating," 17,80,000 "
/organization/dialective,Dialective,brand marketing,operating," 1,29,454 "
/organization/dialedin,DialedIN,sales automation,operating," 35,65,000 "
/organization/dialmyapp,DialMyApp,internet,operating," 2,00,000 "
/organization/dialog-solutions,Dialogfeed,social network media,operating," 10,07,464 "
/organization/dialoggy-ru,Dialoggy,customer service,operating," 25,000 "
/organization/dialogic,Dialogic,communications infrastructure,acquired," 4,30,19,869 "
/organization/dials,Dials,events,operating," 3,25,000 "
/organization/diamond-communications,Diamond Communications,real estate,operating," 2,00,00,000 "
/organization/diamond-fortress-technologies,Diamond Fortress Technologies,security,operating," 22,13,000 "
/organization/diamond-kinetics,Diamond Kinetics,sensors,operating," 11,00,000 "
/organization/diamond-microwave-devices,Diamond Microwave Devices,semiconductors,operating," 21,60,000 "
/organization/diamond-t-livestock,Diamond T. Livestock,hospitality,operating, -   
/organization/diana,Diana,apps,operating, -   
/organization/dianboom,dianboom,3d,closed," 3,90,000 "
/organization/diandian,DianDian,social media,operating," 1,00,00,000 "
/organization/dianji-technology,Dianji Technology,messaging,operating," 1,30,00,000 "
/organization/dianping,Dianping,e-commerce,operating," 16,23,30,000 "
/organization/dianrong,Dianrong.com,finance,operating," 1,20,00,000 "
/organization/dianwoba,Dianwoba,service providers,operating," 1,00,00,000 "
/organization/dianxin,Dianxin,mobile,operating, -   
/organization/diaphonics,Diaphonics,security,operating," 28,50,000 "
/organization/diarize,Diarize,photography,operating," 50,000 "
/organization/diartis-pharmaceuticals,Diartis Pharmaceuticals,biotechnology,operating, -   
/organization/diary-com,Diary.com,curated web,operating," 12,00,000 "
/organization/diasome,Diasome,biotechnology,operating," 1,29,00,000 "
/organization/diaspora,Diaspora,curated web,operating, -   
/organization/diassess,Diassess,diagnostics,operating, -   
/organization/diatech-oncology,DiaTech Oncology,biotechnology,operating," 1,80,00,000 "
/organization/diatem-networks,DIATEM Networks,software,operating," 10,00,000 "
/organization/diatherix-laboratories,Diatherix Laboratories,biotechnology,operating," 16,20,030 "
/organization/diavibe,Diavibe,medical devices,closed," 20,000 "
/organization/dibbz,Dibbz,monetization,operating," 1,61,671 "
/organization/dibcom,DiBcom,semiconductors,acquired," 5,73,58,050 "
/organization/dibsie,Dibsie,e-commerce,closed," 4,50,000 "
/organization/dibspace,Dibspace,finance,acquired, -   
/organization/dicerna-pharmaceuticals,Dicerna Pharmaceuticals,health care,operating," 21,70,50,628 "
/organization/dick-or-bro,Dick or Bro,celebrity,closed," 1,50,000 "
/organization/dicks-sporting-goods,Dick's Sporting Goods,sporting goods,operating, -   
/organization/dicom-grid,DICOM Grid,cloud infrastructure,operating," 3,08,84,138 "
/organization/didasco,Didasco,e-commerce,operating," 1,22,000 "
/organization/didatuan,Didatuan,e-commerce,operating, -   
/organization/didi-dache,Didi-Dache,transportation,operating," 11,70,00,000 "
/organization/diditz,Diditz,social media,closed, -   
/organization/didlog,DidLog,software,operating," 20,000 "
/organization/diede-die-development,DieDe Die Development,manufacturing,operating," 6,00,000 "
/organization/diettv,Diet TV,health and wellness,operating," 20,00,000 "
/organization/dietbetter,DietBetter,games,operating," 19,00,000 "
/organization/diffbot,Diffbot,enterprises,operating," 20,00,000 "
/organization/differential,Differential,startups,operating," 1,70,000 "
/organization/diffinity-genomics,Diffinity Genomics,biotechnology,operating," 13,58,459 "
/organization/diffon,Diffon,manufacturing,operating," 8,30,000 "
/organization/diffusion-pharmaceuticals,Diffusion Pharmaceuticals,biotechnology,operating," 2,72,27,197 "
/organization/digabit,Digabit,software,operating," 82,58,983 "
/organization/digby,Digby,android,acquired," 1,85,33,749 "
/organization/digedu,digedu,education,operating," 25,00,000 "
/organization/digeprint,DigePrint,photography,operating," 3,86,406 "
/organization/digerati,Digerati,curated web,operating," 2,50,000 "
/organization/digestive-disease-associates,Digestive Disease Associates,biotechnology,operating," 11,32,416 "
/organization/digg,Digg,news,acquired," 4,50,00,000 "
/organization/digheon-healthcare,Digheon Healthcare,health and wellness,operating," 12,98,000 "
/organization/digiboo,Digiboo,games,operating," 1,11,50,000 "
/organization/digico-europe,DiGiCo Europe,hardware + software,operating," 7,74,31,466 "
/organization/digicompanion,Digicompanion,software,closed," 22,90,000 "
/organization/digidentity,Digidentity,security,operating, -   
/organization/digifit,DigiFit,apps,operating," 36,58,651 "
/organization/digifun-games,DigiFun Games,mobile,operating," 55,00,000 "
/organization/digify,Digify,mobile security,operating," 10,00,000 "
/organization/digigraph-me,Digigraph.me,software,operating," 4,50,000 "
/organization/digimeld,DigiMeld,curated web,closed," 20,00,000 "
/organization/digione-company,DIGIONE Company,advertising,operating," 32,03,316 "
/organization/digipath,DigiPath,biotechnology,operating," 1,03,99,999 "
/organization/digisat-technology,DigiSat Technology,games,closed," 50,00,000 "
/organization/digiscend,Digiscend,emerging markets,operating," 20,000 "
/organization/digischool,digiSchool,ios,operating," 38,59,800 "
/organization/digistrive,Digistrive,e-commerce,operating," 49,40,357 "
/organization/digisynd,DigiSynd,public relations,operating, -   
/organization/digit-game-studios,Digit Game Studios,game,operating," 37,50,000 "
/organization/digit-wireless,Digit Wireless,public relations,closed," 1,00,00,000 "
/organization/digital-air-strike,Digital Air Strike,digital media,operating," 1,36,00,000 "
/organization/digital-alliance,Digital Alliance,search,operating, -   
/organization/digital-ally,Digital Ally,hardware + software,operating," 60,00,000 "
/organization/digital-assent,Digital Assent,software,operating," 1,25,00,000 "
/organization/digital-authentication-technologies,Digital Authentication Technologies,security,operating," 22,24,160 "
/organization/digital-bloom,Digital Bloom,design,operating, -   
/organization/digital-bridge-communications-corp,Digital Bridge Communications Corp.,mobile,operating," 3,10,00,000 "
/organization/digital-caddies,Digital Caddies,video,operating," 41,13,526 "
/organization/digital-china-information-technology-services-company,Digital China Information Technology Services Company,hardware + software,operating," 7,31,40,000 "
/organization/digitalchocolate,Digital Chocolate,mobile games,operating," 6,09,00,000 "
/organization/digital-clipboard,Digital Clipboard,health care,operating," 2,50,000 "
/organization/bottle-rocket,Digital Dandelion,mobile,closed," 25,000 "
/organization/digital-development-partners,Digital Development Partners,software,closed," 10,20,000 "
/organization/digital-domain-holdings,Digital Domain Holdings,games,operating," 3,70,200 "
/organization/digital-domain-media-group,Digital Domain Media Group,design,closed," 5,85,00,000 "
/organization/digital-dream-labs,Digital Dream Labs,education,operating," 1,25,000 "
/organization/digital-envoy,Digital Envoy,analytics,operating," 12,00,000 "
/organization/digital-folio,Digital Folio,enterprise software,operating," 12,00,000 "
/organization/digital-fuel,Digital Fuel,software,acquired," 50,00,000 "
/organization/digital-global-systems,Digital Global Systems,software,operating," 18,00,000 "
/organization/verdasys,Digital Guardian,enterprise software,operating," 6,90,50,788 "
/organization/digital-h2o,Digital H2O,water,operating," 12,75,000 "
/organization/digital-harbor,Digital Harbor,finance,operating," 1,10,00,000 "
/organization/digital-health-dialog,Digital Health Dialog,health and wellness,operating," 34,00,000 "
/organization/digital-intelligence-systems,Digital Intelligence Systems,consulting,operating," 2,00,00,000 "
/organization/digital-karma,Digital Karma,finance,operating, -   
/organization/digital-lab,Digital Lab,business services,operating," 1,00,00,000 "
/organization/digital-legends,Digital Legends,video games,operating, -   
/organization/digital-lifeboat,Digital Lifeboat,security,operating," 50,00,000 "
/organization/digital-loyalty-system,Digital Loyalty System,advertising,operating, -   
/organization/digital-lumens,Digital Lumens,internet of things,operating," 4,93,00,645 "
/organization/digital-luxury,Digital Luxury,e-commerce,closed, -   
/organization/digital-magics,Digital Magics,startups,operating," 34,39,814 "
/organization/digital-management,"Digital Management, Inc.",enterprise software,operating," 42,43,914 "
/organization/digital-map-products,Digital Map Products,software,operating," 44,00,000 "
/organization/digital-marketing-solutions,Digital Marketing Solutions,content syndication,operating, -   
/organization/digital-media-broadcast,Digital Media Broadcast,digital media,acquired," 31,00,000 "
/organization/digital-media-holdings,Digital Media Holdings,manufacturing,operating," 15,00,000 "
/organization/digital-message-display,Digital Message Display,semiconductors,operating, -   
/organization/digital-mines,Digital Mines,enterprise software,operating," 10,58,625 "
/organization/digital-music-india,Digital Music India,music,operating," 45,00,000 "
/organization/digital-news-asia,Digital News Asia,media,operating," 3,00,000 "
/organization/digital-orchid,Digital Orchid,e-commerce,operating," 1,99,03,476 "
/organization/digital-path,Digital Path,web hosting,operating," 17,60,006 "
/organization/digital-payment-technologies,Digital Payment Technologies,software,operating," 30,00,000 "
/organization/digital-perception,Digital Perception,image recognition,operating," 26,409 "
/organization/digital-performance,Digital Performance,automotive,closed," 47,75,579 "
/organization/digital-railroad,Digital Railroad,photography,operating," 1,52,00,000 "
/organization/digital-reasoning-systems,Digital Reasoning,big data analytics,operating," 2,89,59,965 "
/organization/digital-reef,Digital Reef,legal,acquired," 2,00,00,000 "
/organization/digital-river,Digital River,payments,acquired, -   
/organization/digital-room-inc,"Digital Room, Inc",printing,operating, -   
/organization/digital-safety-technologies,Digital Safety Technologies,hardware + software,operating," 4,11,00,000 "
/organization/digital-shadows,Digital Shadows,social media,operating, -   
/organization/digital-signal,Digital Signal,enterprise software,operating," 7,53,00,000 "
/organization/digital-sports,Digital Sports,curated web,acquired," 32,16,277 "
/organization/digital-tech-frontier,Digital Tech Frontier,software,operating," 3,25,000 "
/organization/digital-theatre,Digital Theatre,games,operating," 12,03,771 "
/organization/digital-trowel,Digital Trowel,business intelligence,operating, -   
/organization/digital-union,Digital Union,software,closed," 17,00,000 "
/organization/digital-vega,Digital Vega,curated web,operating, -   
/organization/digital-vision-multimedia-group,Digital Vision Multimedia Group,internet,operating, -   
/organization/digitaladvisor,DigitalAdvisor,hardware + software,operating, -   
/organization/digitalbox,digitalbox,email marketing,operating," 10,00,000 "
/organization/infinity-learning-solutions,DigitalChalk,saas,operating," 14,00,000 "
/organization/digitalglobe,DigitalGlobe,telecommunications,operating, -   
/organization/digitalmr,DigitalMR,big data,operating," 10,20,000 "
/organization/digitalocean,DigitalOcean,cloud computing,operating," 4,02,05,800 "
/organization/digitalpost-interactive,DigitalPost Interactive,curated web,operating," 37,20,975 "
/organization/digitalscirocco,DigitalScirocco,software,operating," 13,00,000 "
/organization/digitalsmiths,Digitalsmiths,video,acquired," 3,82,51,364 "
/organization/digitaltangible,DigitalTangible,bitcoin,operating, -   
/organization/digitaltown,DigitalTown,education,operating," 13,80,110 "
/organization/digitalvision,DigitalVision,manufacturing,operating," 14,65,000 "
/organization/digitick,Digitick,software,operating, -   
/organization/digitiliti,Digitiliti,ediscovery,operating," 32,87,844 "
/organization/digitour-media,Digitour Media,concerts,operating," 22,00,000 "
/organization/digitrad-communications,Digitrad Communications,databases,closed," 25,00,000 "
/organization/digium,Digium,communications hardware,operating," 1,38,00,000 "
/organization/digiwinsoft,DigiwinSoft,enterprises,operating," 1,00,00,000 "
/organization/digna-biotech,Digna Biotech,biotechnology,operating, -   
/organization/dignify-therapeutics,Dignify Therapeutics,biotechnology,operating," 2,09,000 "
/organization/digonex-technologies,Digonex Technologies,software,operating," 2,62,28,682 "
/organization/diime,DIIME,health and wellness,operating," 20,000 "
/organization/diino,Diino Systems,software,operating," 31,45,714 "
/organization/dijipop,DiJiPOP,advertising,acquired," 20,00,000 "
/organization/diligent-board-member-services,Diligent Board Member Services,ipad,operating," 30,00,000 "
/organization/diligent-technologies,Diligent Technologies,security,acquired," 1,05,00,000 "
/organization/dilithium-networks,Dilithium Networks,mobile,closed," 9,96,70,000 "
/organization/dilitronics,dilitronics,hardware + software,operating," 27,20,000 "
/organization/dillard-university,Dillard University,education,operating," 2,43,000 "
/organization/dilon-technologies,Dilon Technologies,biotechnology,operating," 88,27,200 "
/organization/dimdim,Dimdim,curated web,acquired," 84,00,000 "
/organization/dime,Dime,music education,operating," 30,00,000 "
/organization/dimension-therapeutics,Dimension Therapeutics,biotechnology,operating," 3,50,00,000 "
/organization/dimensions-it-infrastructure-solutions,Dimensions IT Infrastructure Solutions,e-commerce,operating, -   
/organization/tabula-digita,DimensionU (formerly Tabula Digita),games,operating," 1,73,45,709 "
/organization/dimers-lab,Dimers Lab,curated web,operating, -   
/organization/dimmi,Dimmi,online reservations,operating, -   
/organization/din-forums-network,DIN Forums Network,entertainment industry,operating," 5,00,000 "
/organization/dinamundo,Dinamundo,mobile,closed," 5,52,000 "
/organization/dincloud,dinCloud,enterprise software,operating, -   
/organization/dinda-com-br,Dinda.com.br,e-commerce,operating, -   
/organization/dindong,Dindong,event management,operating," 2,50,000 "
/organization/dine-market,Dine Market,restaurants,operating," 4,00,000 "
/organization/dine-perfect,Dine perfect,software,operating," 2,000 "
/organization/dinegasm,DineGasm,social media,operating," 15,500 "
/organization/dine-in,Dinein.co.uk,hospitality,operating," 4,70,940 "
/organization/dineintime,DineInTime,restaurants,operating," 20,000 "
/organization/dineout,dineout,curated web,operating, -   
/organization/dinero-limited,Dinero Limited,finance,operating," 75,000 "
/organization/dinerotaxi,DineroTaxi,cloud computing,operating," 2,60,000 "
/organization/dinersgroup,DinersGroup,hospitality,operating," 2,65,000 "
/organization/dinglepharb,Dinglepharb,entertainment,operating," 4,00,000 "
/organization/dining-secretary,Dining Secretary,e-commerce,operating, -   
/organization/dink,dINK,enterprise software,operating," 5,00,000 "
/organization/dinklife,DINKlife,sales and marketing,operating," 95,000 "
/organization/dinndinn,DinnDinn,location based services,operating, -   
/organization/dinnerlab,Dinner Lab,hospitality,operating," 31,00,000 "
/organization/dinnertime,DinnerTime,health and wellness,operating," 22,65,000 "
/organization/dinnr,Dinnr,hospitality,operating," 90,918 "
/organization/dinomarket,Dinomarket,e-commerce,operating," 60,00,000 "
/organization/dinos-rule,Dinos Rule,educational games,operating, -   
/organization/dinsmore-steele,Dinsmore Steele,consulting,operating," 2,50,000 "
/organization/dinube,Dinube,finance technology,operating, -   
/organization/diobex,DiObex,biotechnology,operating," 3,10,80,000 "
/organization/diodes-incorporated,Diodes Incorporated,semiconductors,operating," 1,80,00,000 "
/organization/diogenix,DioGenix,biotechnology,operating," 32,00,000 "
/organization/diomics,Diomics,biotechnology,operating," 15,54,000 "
/organization/dipexium-pharmaceuticals,Dipexium Pharmaceuticals,health care,operating," 69,27,500 "
/organization/dipity,Dipity,facebook applications,operating," 9,00,000 "
/organization/dipjar,DipJar,hardware,operating," 4,20,000 "
/organization/diplopia,Diplopia,3d,operating, -   
/organization/diramed,DIRAmed,biotechnology,operating," 2,95,134 "
/organization/direct-access-software,Direct Access Software,software,operating," 30,000 "
/organization/direct-dermatology,Direct Dermatology,health care,operating," 2,40,000 "
/organization/direct-flow-medical,Direct Flow Medical,health care,operating," 9,02,84,000 "
/organization/direct-grid-technologies,Direct Grid Technologies,manufacturing,operating," 10,00,000 "
/organization/direct-hit,Direct Hit,search,acquired," 2,60,00,000 "
/organization/direct-media-technologies,Direct Media Technologies,web hosting,operating," 42,00,000 "
/organization/direct-sitters,Direct Sitters,curated web,operating," 5,005 "
/organization/direct-spinal-therapeutics,Direct Spinal Therapeutics,biotechnology,operating," 10,00,000 "
/organization/directa-plus,Directa Plus,nanotechnology,operating," 42,60,000 "
/organization/directadoptions-com,DirectAdoptions.com,social network media,closed," 5,00,000 "
/organization/directed-edge,Directed Edge,curated web,operating," 15,000 "
/organization/directlaw,DirectLaw,legal,operating," 3,00,000 "
/organization/directly,Directly,curated web,operating," 17,50,000 "
/organization/directmoney,DirectMoney,finance,closed," 98,000 "
/organization/directphotonics-industries,DirectPhotonics Industries,manufacturing,operating," 42,45,780 "
/organization/directpointe,DirectPointe,consulting,acquired," 77,15,715 "
/organization/directr,Directr,entertainment,acquired," 17,17,000 "
/organization/direct-rm,DirectRM,security,operating, -   
/organization/co-exprise,Directworks,enterprise software,operating," 20,00,000 "
/organization/directworx,directworx,messaging,operating," 4,00,000 "
/organization/direvo-biotech,DIREVO Industrial Biotechnology,biotechnology,acquired," 3,32,47,800 "
/organization/dirtt-environmental,DIRTT Environmental Solutions,clean technology,operating," 4,69,41,951 "
/organization/disability-care-givers,Disability Care Givers,medical,operating, -   
/organization/disabledpark,DisabledPark,apps,operating, -   
/organization/disaster-preparedness-dba-fortitude-ranch,"Disaster Preparedness, dba Fortitude Ranch",real estate,operating," 6,02,000 "
/organization/discera,Discera,semiconductors,operating," 4,73,11,000 "
/organization/discgenics,DiscGenics,biotechnology,operating," 18,39,000 "
/organization/disclosurenet,DisclosureNet Inc.,software,operating," 1,00,00,000 "
/organization/disco-volante,disco volante,social media,acquired," 2,89,760 "
/organization/discoapi,discoapi,content,operating," 1,50,000 "
/organization/discomixdownload-com,Discomixdownload.com,music,operating," 46,000 "
/organization/disconnect,Disconnect,privacy,operating," 41,00,000 "
/organization/discotech,Discotech,travel,operating," 5,00,000 "
/organization/discount-park-and-ride,Discount Park and Ride,travel,operating," 22,95,000 "
/organization/discountdoc,DiscountDoc,medical,operating, -   
/organization/discountif,DiscountIF,shopping,operating," 4,21,326 "
