Date,S&P Comp.,Dividend,Earnings,  Consumer Price Index CPI,Date Fraction  ,Long Interest Rate GS10,Real Price,Real Dividend, Real Total Return Price ,Real Earnings, Real TR Scaled Earnings ,Cyclically Adjusted Price Earnings Ratio P/E10 or CAPE,,Cyclically Adjusted Total Return Price Earnings Ratio TR P/E10 or TR CAPE,Excess CAPE Yield,Monthly Total Bond Returns,Real Total Bond Returns,10 Year Annualized Stock Real Return,10 Year Annualized Bonds  Real Return,Real 10 Year Excess Annualized  Returns,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
1871.01,4.44,0.26,0.40,12.46,1871.04,5.32,103.43,6.06, 103.43 ,9.32, 9.32 ,NA,,NA,,1.00,1.00,13.06%,9.25%,3.81%,,,,
1871.02,4.50,0.26,0.40,12.84,1871.13,5.32,101.72,5.88, 102.21 ,9.04, 9.09 ,NA,,NA,,1.00,0.97,13.09%,9.46%,3.62%,,,,
1871.03,4.61,0.26,0.40,13.03,1871.21,5.33,102.68,5.79, 103.66 ,8.91, 8.99 ,NA,,NA,,1.00,0.96,13.10%,9.62%,3.48%,,,,
1871.04,4.74,0.26,0.40,12.56,1871.29,5.33,109.58,6.01, 111.13 ,9.25, 9.38 ,NA,,NA,,1.00,1.00,12.21%,9.10%,3.11%,,,,
1871.05,4.86,0.26,0.40,12.27,1871.38,5.33,114.97,6.15, 117.11 ,9.46, 9.64 ,NA,,NA,,1.00,1.03,12.26%,8.95%,3.31%,,,,
1871.06,4.82,0.26,0.40,12.08,1871.46,5.34,115.82,6.25, 118.51 ,9.61, 9.83 ,NA,,NA,,1.00,1.05,12.31%,8.77%,3.54%,,,,
1871.07,4.73,0.26,0.40,12.08,1871.54,5.34,113.65,6.25, 116.83 ,9.61, 9.88 ,NA,,NA,,1.00,1.06,12.00%,8.66%,3.34%,,,,
1871.08,4.79,0.26,0.40,11.89,1871.63,5.34,116.94,6.35, 120.75 ,9.77, 10.08 ,NA,,NA,,1.00,1.08,11.19%,8.27%,2.93%,,,,
1871.09,4.84,0.26,0.40,12.18,1871.71,5.35,115.39,6.20, 119.68 ,9.54, 9.89 ,NA,,NA,,1.00,1.06,11.00%,8.10%,2.90%,,,,
1871.1,4.59,0.26,0.40,12.37,1871.79,5.35,107.74,6.10, 112.28 ,9.39, 9.78 ,NA,,NA,,1.00,1.05,11.48%,8.17%,3.31%,,,,
1871.11,4.64,0.26,0.40,12.37,1871.88,5.35,108.92,6.10, 114.03 ,9.39, 9.83 ,NA,,NA,,1.00,1.05,11.53%,8.26%,3.27%,,,,
1871.12,4.74,0.26,0.40,12.65,1871.96,5.36,108.76,5.97, 114.38 ,9.18, 9.65 ,NA,,NA,,1.00,1.03,11.21%,8.50%,2.71%,,,,
1872.01,4.86,0.26,0.40,12.65,1872.04,5.36,111.51,6.04, 117.81 ,9.24, 9.76 ,NA,,NA,,1.00,1.04,10.77%,8.49%,2.28%,,,,
1872.02,4.88,0.27,0.41,12.65,1872.13,5.38,111.97,6.12, 118.83 ,9.29, 9.86 ,NA,,NA,,1.00,1.04,10.38%,8.39%,1.98%,,,,
1872.03,5.04,0.27,0.41,12.84,1872.21,5.40,113.93,6.10, 121.45 ,9.21, 9.82 ,NA,,NA,,1.00,1.03,10.17%,8.55%,1.62%,,,,
1872.04,5.18,0.27,0.41,13.13,1872.29,5.42,114.54,6.04, 122.65 ,9.07, 9.71 ,NA,,NA,,1.00,1.01,10.01%,8.69%,1.32%,,,,
1872.05,5.18,0.28,0.41,13.13,1872.38,5.43,114.54,6.12, 123.19 ,9.12, 9.81 ,NA,,NA,,1.00,1.01,9.78%,8.59%,1.19%,,,,
1872.06,5.13,0.28,0.42,13.03,1872.46,5.45,114.27,6.24, 123.45 ,9.24, 9.99 ,NA,,NA,,1.00,1.02,9.65%,8.41%,1.24%,,,,
1872.07,5.10,0.28,0.42,12.84,1872.54,5.47,115.28,6.40, 125.13 ,9.44, 10.24 ,NA,,NA,,1.00,1.04,10.25%,8.35%,1.90%,,,,
1872.08,5.04,0.29,0.42,12.94,1872.63,5.49,113.09,6.43, 123.33 ,9.42, 10.28 ,NA,,NA,,1.00,1.04,10.68%,8.32%,2.36%,,,,
1872.09,4.95,0.29,0.42,13.03,1872.71,5.51,110.26,6.46, 120.83 ,9.41, 10.31 ,NA,,NA,,1.00,1.03,11.37%,8.70%,2.67%,,,,
1872.1,4.97,0.29,0.43,12.75,1872.79,5.53,113.18,6.68, 124.64 ,9.68, 10.66 ,NA,,NA,,1.00,1.06,10.87%,8.56%,2.31%,,,,
1872.11,4.95,0.30,0.43,13.13,1872.88,5.54,109.46,6.56, 121.14 ,9.45, 10.46 ,NA,,NA,,1.00,1.03,10.86%,8.98%,1.88%,,,,
1872.12,5.07,0.30,0.43,12.94,1872.96,5.56,113.76,6.73, 126.53 ,9.65, 10.73 ,NA,,NA,,1.00,1.05,10.59%,8.92%,1.67%,,,,
1873.01,5.11,0.30,0.43,12.94,1873.04,5.58,114.66,6.79, 128.16 ,9.70, 10.85 ,NA,,NA,,1.01,1.05,10.44%,8.91%,1.52%,,,,
1873.02,5.15,0.31,0.44,13.23,1873.13,5.57,113.06,6.70, 126.99 ,9.55, 10.73 ,NA,,NA,,1.01,1.03,10.24%,9.02%,1.21%,,,,
1873.03,5.11,0.31,0.44,13.23,1873.21,5.56,112.18,6.75, 126.64 ,9.60, 10.84 ,NA,,NA,,1.01,1.04,10.56%,9.10%,1.46%,,,,
1873.04,5.04,0.31,0.44,13.23,1873.29,5.55,110.65,6.81, 125.55 ,9.66, 10.96 ,NA,,NA,,1.01,1.05,11.04%,9.18%,1.86%,,,,
1873.05,5.05,0.31,0.44,12.94,1873.38,5.54,113.31,7.01, 129.23 ,9.93, 11.32 ,NA,,NA,,1.01,1.07,10.69%,9.03%,1.66%,,,,
1873.06,4.98,0.32,0.45,12.56,1873.46,5.53,115.13,7.28, 131.99 ,10.29, 11.79 ,NA,,NA,,1.01,1.11,10.93%,9.00%,1.93%,,,,
1873.07,4.97,0.32,0.45,12.56,1873.54,5.53,114.90,7.34, 132.43 ,10.35, 11.92 ,NA,,NA,,1.01,1.12,11.00%,9.20%,1.80%,,,,
1873.08,4.97,0.32,0.45,12.56,1873.63,5.52,114.90,7.40, 133.14 ,10.40, 12.06 ,NA,,NA,,1.01,1.12,10.48%,9.17%,1.31%,,,,
1873.09,4.59,0.32,0.45,12.56,1873.71,5.51,106.11,7.46, 123.68 ,10.46, 12.19 ,NA,,NA,,1.01,1.13,11.59%,9.26%,2.33%,,,,
1873.1,4.19,0.33,0.46,12.27,1873.79,5.50,99.12,7.69, 116.28 ,10.76, 12.63 ,NA,,NA,,1.01,1.16,12.02%,8.99%,3.04%,,,,
1873.11,4.04,0.33,0.46,11.89,1873.88,5.49,98.63,8.00, 116.48 ,11.17, 13.19 ,NA,,NA,,1.01,1.21,12.34%,8.73%,3.61%,,,,
1873.12,4.42,0.33,0.46,12.18,1873.96,5.48,105.38,7.87, 125.23 ,10.97, 13.03 ,NA,,NA,,1.01,1.18,11.23%,8.85%,2.37%,,,,
1874.01,4.66,0.33,0.46,12.37,1874.04,5.47,109.39,7.75, 130.76 ,10.80, 12.91 ,NA,,NA,,1.01,1.17,10.47%,9.00%,1.47%,,,,
1874.02,4.80,0.33,0.46,12.37,1874.13,5.44,112.67,7.75, 135.46 ,10.80, 12.98 ,NA,,NA,,1.01,1.18,10.43%,8.96%,1.47%,,,,
1874.03,4.73,0.33,0.46,12.37,1874.21,5.40,111.03,7.75, 134.26 ,10.80, 13.06 ,NA,,NA,,1.01,1.19,10.54%,8.92%,1.62%,,,,
1874.04,4.60,0.33,0.46,12.18,1874.29,5.37,109.67,7.87, 133.41 ,10.97, 13.34 ,NA,,NA,,1.01,1.22,10.39%,8.95%,1.44%,,,,
1874.05,4.48,0.33,0.46,12.08,1874.38,5.34,107.65,7.93, 131.75 ,11.05, 13.53 ,NA,,NA,,1.01,1.23,9.89%,9.06%,0.84%,,,,
1874.06,4.46,0.33,0.46,11.80,1874.46,5.30,109.76,8.12, 135.17 ,11.32, 13.94 ,NA,,NA,,1.01,1.27,9.22%,8.76%,0.46%,,,,
1874.07,4.46,0.33,0.46,11.89,1874.54,5.27,108.88,8.06, 134.91 ,11.23, 13.91 ,NA,,NA,,1.01,1.27,9.43%,8.93%,0.50%,,,,
1874.08,4.47,0.33,0.46,11.80,1874.63,5.24,110.00,8.12, 137.14 ,11.32, 14.11 ,NA,,NA,,1.01,1.29,9.98%,8.81%,1.17%,,,,
1874.09,4.54,0.33,0.46,11.80,1874.71,5.20,111.73,8.12, 140.13 ,11.32, 14.20 ,NA,,NA,,1.01,1.30,9.57%,8.89%,0.68%,,,,
1874.1,4.53,0.33,0.46,11.61,1874.79,5.17,113.31,8.25, 142.98 ,11.51, 14.52 ,NA,,NA,,1.01,1.33,9.17%,8.80%,0.37%,,,,
1874.11,4.57,0.33,0.46,11.51,1874.88,5.14,115.25,8.32, 146.31 ,11.60, 14.73 ,NA,,NA,,1.01,1.35,9.01%,8.92%,0.09%,,,,
1874.12,4.54,0.33,0.46,11.51,1874.96,5.10,114.50,8.32, 146.23 ,11.60, 14.82 ,NA,,NA,,1.01,1.36,9.18%,9.01%,0.17%,,,,
1875.01,4.54,0.33,0.45,11.51,1875.04,5.07,114.50,8.26, 147.11 ,11.39, 14.64 ,NA,,NA,,1.01,1.37,8.92%,8.97%,-0.05%,,,,
1875.02,4.53,0.33,0.44,11.51,1875.13,5.03,114.25,8.20, 147.66 ,11.18, 14.45 ,NA,,NA,,1.01,1.38,9.15%,8.81%,0.34%,,,,
1875.03,4.59,0.32,0.44,11.51,1875.21,4.99,115.76,8.13, 150.49 ,10.97, 14.26 ,NA,,NA,,1.01,1.39,9.28%,9.03%,0.25%,,,,
1875.04,4.65,0.32,0.43,11.61,1875.29,4.95,116.31,8.00, 152.08 ,10.67, 13.96 ,NA,,NA,,1.01,1.39,9.07%,8.95%,0.12%,,,,
1875.05,4.47,0.32,0.42,11.32,1875.38,4.91,114.63,8.14, 150.76 ,10.73, 14.11 ,NA,,NA,,1.01,1.43,9.35%,8.90%,0.45%,,,,
1875.06,4.38,0.32,0.41,11.13,1875.46,4.87,114.24,8.22, 151.15 ,10.69, 14.15 ,NA,,NA,,1.01,1.47,9.59%,8.94%,0.65%,,,,
1875.07,4.39,0.31,0.40,11.13,1875.54,4.83,114.50,8.15, 152.40 ,10.48, 13.94 ,NA,,NA,,1.01,1.48,9.83%,8.77%,1.05%,,,,
1875.08,4.41,0.31,0.39,11.23,1875.63,4.79,114.05,8.02, 152.69 ,10.17, 13.62 ,NA,,NA,,1.01,1.48,10.46%,8.83%,1.63%,,,,
1875.09,4.37,0.31,0.39,11.13,1875.71,4.75,113.98,8.02, 153.49 ,10.04, 13.52 ,NA,,NA,,1.01,1.50,10.44%,8.83%,1.61%,,,,
1875.1,4.30,0.31,0.38,11.13,1875.79,4.71,112.15,7.95, 151.92 ,9.83, 13.31 ,NA,,NA,,1.01,1.51,11.23%,8.80%,2.43%,,,,
1875.11,4.37,0.30,0.37,11.04,1875.88,4.67,114.96,7.96, 156.62 ,9.69, 13.20 ,NA,,NA,,1.01,1.53,11.50%,8.54%,2.96%,,,,
1875.12,4.37,0.30,0.36,10.94,1875.96,4.63,115.96,7.96, 158.89 ,9.55, 13.09 ,NA,,NA,,1.01,1.56,11.04%,8.16%,2.88%,,,,
1876.01,4.46,0.30,0.35,10.85,1876.04,4.59,119.39,8.03, 164.50 ,9.46, 13.03 ,NA,,NA,,1.00,1.58,10.95%,8.28%,2.67%,,,,
1876.02,4.52,0.30,0.35,10.85,1876.13,4.58,120.99,8.03, 167.64 ,9.28, 12.86 ,NA,,NA,,1.00,1.59,11.00%,8.25%,2.75%,,,,
1876.03,4.51,0.30,0.34,10.85,1876.21,4.57,120.73,8.03, 168.19 ,9.10, 12.68 ,NA,,NA,,1.00,1.60,10.90%,8.35%,2.55%,,,,
1876.04,4.34,0.30,0.33,10.75,1876.29,4.56,117.20,8.10, 164.23 ,9.00, 12.61 ,NA,,NA,,1.00,1.62,11.19%,8.35%,2.84%,,,,
1876.05,4.18,0.30,0.33,10.37,1876.38,4.54,117.02,8.40, 164.96 ,9.15, 12.89 ,NA,,NA,,1.00,1.69,11.24%,8.20%,3.04%,,,,
1876.06,4.15,0.30,0.32,10.09,1876.46,4.53,119.47,8.64, 169.42 ,9.21, 13.06 ,NA,,NA,,1.00,1.74,11.62%,8.00%,3.62%,,,,
1876.07,4.10,0.30,0.31,10.09,1876.54,4.52,118.03,8.64, 168.40 ,9.02, 12.87 ,NA,,NA,,1.00,1.75,11.76%,7.83%,3.93%,,,,
1876.08,3.93,0.30,0.31,10.18,1876.62,4.51,112.08,8.56, 160.93 ,8.75, 12.56 ,NA,,NA,,1.00,1.74,12.25%,7.77%,4.48%,,,,
1876.09,3.69,0.30,0.30,10.28,1876.71,4.50,104.26,8.48, 150.72 ,8.48, 12.25 ,NA,,NA,,1.00,1.74,13.32%,7.84%,5.48%,,,,
1876.1,3.67,0.30,0.29,10.47,1876.79,4.49,101.81,8.32, 148.18 ,8.14, 11.84 ,NA,,NA,,1.00,1.71,13.84%,8.01%,5.83%,,,,
1876.11,3.60,0.30,0.29,10.56,1876.87,4.47,98.97,8.25, 145.04 ,7.88, 11.55 ,NA,,NA,,1.00,1.71,14.39%,8.07%,6.32%,,,,
1876.12,3.58,0.30,0.28,10.75,1876.96,4.46,96.68,8.10, 142.67 ,7.56, 11.16 ,NA,,NA,,1.00,1.68,14.18%,8.10%,6.08%,,,,
1877.01,3.55,0.29,0.28,10.94,1877.04,4.45,94.20,7.72, 139.96 ,7.48, 11.11 ,NA,,NA,,1.00,1.66,14.04%,8.00%,6.04%,,,,
1877.02,3.34,0.28,0.28,10.66,1877.12,4.44,91.00,7.68, 136.16 ,7.72, 11.55 ,NA,,NA,,1.00,1.71,14.18%,7.56%,6.61%,,,,
1877.03,3.17,0.27,0.29,10.18,1877.21,4.43,90.41,7.77, 136.24 ,8.13, 12.25 ,NA,,NA,,1.00,1.80,14.47%,7.05%,7.43%,,,,
1877.04,2.94,0.26,0.29,10.47,1877.29,4.42,81.56,7.30, 123.83 ,7.95, 12.08 ,NA,,NA,,1.00,1.76,15.87%,7.32%,8.56%,,,,
1877.05,2.94,0.25,0.29,10.66,1877.37,4.41,80.10,6.93, 122.49 ,7.86, 12.01 ,NA,,NA,,1.00,1.74,16.23%,7.48%,8.75%,,,,
1877.06,2.73,0.25,0.29,10.09,1877.46,4.40,78.59,7.05, 121.08 ,8.35, 12.86 ,NA,,NA,,1.00,1.84,16.21%,6.99%,9.21%,,,,
1877.07,2.85,0.24,0.29,10.18,1877.54,4.40,81.28,6.72, 126.08 ,8.32, 12.90 ,NA,,NA,,1.00,1.83,15.63%,7.20%,8.43%,,,,
1877.08,3.05,0.23,0.29,9.80,1877.62,4.39,90.36,6.72, 141.04 ,8.69, 13.56 ,NA,,NA,,1.00,1.91,13.96%,6.63%,7.32%,,,,
1877.09,3.24,0.22,0.30,9.70,1877.71,4.38,96.93,6.51, 152.14 ,8.83, 13.85 ,NA,,NA,,1.00,1.94,13.13%,6.63%,6.50%,,,,
1877.1,3.31,0.21,0.30,9.70,1877.79,4.37,99.03,6.23, 156.24 ,8.88, 14.01 ,NA,,NA,,1.00,1.95,12.35%,6.48%,5.87%,,,,
1877.11,3.26,0.20,0.30,9.51,1877.87,4.36,99.48,6.08, 157.76 ,9.10, 14.44 ,NA,,NA,,1.00,2.00,12.37%,6.12%,6.25%,,,,
1877.12,3.25,0.19,0.30,9.51,1877.96,4.35,99.18,5.80, 158.04 ,9.15, 14.59 ,NA,,NA,,1.00,2.00,12.07%,5.85%,6.22%,,,,
1878.01,3.25,0.19,0.30,9.23,1878.04,4.34,102.24,5.95, 163.72 ,9.46, 15.15 ,NA,,NA,,1.00,2.08,11.67%,5.38%,6.30%,,,,
1878.02,3.18,0.19,0.30,9.13,1878.12,4.33,101.08,5.99, 162.66 ,9.59, 15.43 ,NA,,NA,,1.00,2.11,11.85%,5.39%,6.46%,,,,
1878.03,3.24,0.19,0.30,8.94,1878.21,4.32,105.18,6.09, 170.07 ,9.82, 15.88 ,NA,,NA,,1.00,2.16,10.97%,5.17%,5.80%,,,,
1878.04,3.33,0.19,0.30,8.85,1878.29,4.31,109.27,6.13, 177.50 ,9.95, 16.17 ,NA,,NA,,1.00,2.19,10.71%,5.18%,5.53%,,,,
1878.05,3.34,0.19,0.30,8.56,1878.37,4.30,113.25,6.30, 184.82 ,10.31, 16.83 ,NA,,NA,,1.00,2.28,10.59%,4.96%,5.63%,,,,
1878.06,3.41,0.19,0.31,8.37,1878.46,4.29,118.25,6.42, 193.86 ,10.58, 17.34 ,NA,,NA,,1.00,2.34,9.89%,4.85%,5.04%,,,,
1878.07,3.48,0.18,0.31,8.47,1878.54,4.28,119.32,6.32, 196.48 ,10.49, 17.27 ,NA,,NA,,1.00,2.32,9.94%,4.85%,5.09%,,,,
1878.08,3.45,0.18,0.31,8.56,1878.62,4.27,116.98,6.22, 193.47 ,10.40, 17.20 ,NA,,NA,,1.00,2.31,10.38%,4.97%,5.42%,,,,
1878.09,3.52,0.18,0.31,8.56,1878.71,4.26,119.35,6.19, 198.25 ,10.43, 17.32 ,NA,,NA,,1.00,2.32,10.42%,4.97%,5.46%,,,,
1878.1,3.48,0.18,0.31,8.47,1878.79,4.25,119.32,6.23, 199.06 ,10.57, 17.64 ,NA,,NA,,1.00,2.35,10.23%,4.73%,5.50%,,,,
1878.11,3.47,0.18,0.31,8.37,1878.87,4.24,120.33,6.27, 201.62 ,10.72, 17.97 ,NA,,NA,,1.00,2.39,9.77%,4.49%,5.28%,,,,
1878.12,3.45,0.18,0.31,8.18,1878.96,4.23,122.42,6.39, 206.01 ,11.00, 18.51 ,NA,,NA,,1.00,2.46,9.37%,4.25%,5.11%,,,,
1879.01,3.58,0.18,0.32,8.28,1879.04,4.22,125.57,6.37, 212.21 ,11.08, 18.72 ,NA,,NA,,1.00,2.44,9.68%,4.74%,4.94%,,,,
1879.02,3.71,0.18,0.32,8.37,1879.12,4.20,128.65,6.36, 218.31 ,11.16, 18.93 ,NA,,NA,,1.00,2.42,9.66%,4.97%,4.69%,,,,
1879.03,3.65,0.19,0.33,8.28,1879.21,4.19,128.03,6.49, 218.16 ,11.49, 19.58 ,NA,,NA,,1.00,2.46,9.61%,4.96%,4.66%,,,,
1879.04,3.77,0.19,0.33,8.18,1879.29,4.17,133.77,6.62, 228.90 ,11.83, 20.24 ,NA,,NA,,1.00,2.50,9.10%,4.82%,4.29%,,,,
1879.05,3.94,0.19,0.34,8.18,1879.37,4.15,139.81,6.68, 240.17 ,12.04, 20.68 ,NA,,NA,,1.00,2.52,9.18%,5.06%,4.12%,,,,
1879.06,3.96,0.19,0.35,8.09,1879.46,4.14,142.17,6.82, 245.21 ,12.39, 21.36 ,NA,,NA,,1.00,2.56,9.17%,4.92%,4.26%,,,,
1879.07,4.04,0.19,0.35,8.18,1879.54,4.12,143.35,6.80, 248.23 ,12.45, 21.55 ,NA,,NA,,1.00,2.54,8.85%,5.02%,3.83%,,,,
1879.08,4.07,0.19,0.36,8.18,1879.62,4.10,144.42,6.86, 251.06 ,12.66, 22.00 ,NA,,NA,,1.00,2.55,8.91%,5.00%,3.91%,,,,
1879.09,4.22,0.20,0.36,8.47,1879.71,4.09,144.69,6.69, 252.51 ,12.43, 21.69 ,NA,,NA,,1.00,2.48,9.01%,5.21%,3.80%,,,,
1879.1,4.68,0.20,0.37,8.94,1879.79,4.07,151.93,6.39, 266.07 ,11.96, 20.94 ,NA,,NA,,1.00,2.36,8.28%,5.77%,2.51%,,,,
1879.11,4.93,0.20,0.37,9.42,1879.87,4.05,151.96,6.11, 267.02 ,11.53, 20.27 ,NA,,NA,,1.00,2.25,8.18%,6.31%,1.87%,,,,
1879.12,4.92,0.20,0.38,9.70,1879.96,4.04,147.19,5.98, 259.52 ,11.37, 20.04 ,NA,,NA,,1.00,2.19,8.33%,6.47%,1.86%,,,,
1880.01,5.11,0.21,0.39,9.99,1880.04,4.02,148.51,5.96, 262.71 ,11.31, 20.01 ,NA,,NA,,1.01,2.14,8.62%,7.03%,1.59%,,,,
1880.02,5.20,0.21,0.40,9.99,1880.12,3.99,151.13,6.10, 268.24 ,11.58, 20.55 ,NA,,NA,,1.01,2.15,8.31%,6.99%,1.33%,,,,
1880.03,5.30,0.22,0.41,10.09,1880.21,3.97,152.58,6.19, 271.73 ,11.73, 20.89 ,NA,,NA,,1.01,2.14,8.13%,7.04%,1.08%,,,,
1880.04,5.18,0.22,0.42,9.70,1880.29,3.94,154.97,6.58, 276.97 ,12.47, 22.28 ,NA,,NA,,1.01,2.24,8.18%,6.59%,1.59%,,,,
1880.05,4.77,0.23,0.43,9.42,1880.37,3.91,147.03,6.94, 263.81 ,13.12, 23.55 ,NA,,NA,,1.01,2.32,9.07%,6.10%,2.97%,,,,
1880.06,4.79,0.23,0.44,9.23,1880.46,3.89,150.69,7.24, 271.46 ,13.68, 24.65 ,NA,,NA,,1.01,2.38,8.71%,5.84%,2.87%,,,,
1880.07,5.01,0.24,0.44,9.23,1880.54,3.86,157.61,7.39, 285.04 ,13.97, 25.27 ,NA,,NA,,1.01,2.39,8.14%,5.80%,2.34%,,,,
1880.08,5.19,0.24,0.45,9.23,1880.62,3.83,163.28,7.55, 296.42 ,14.26, 25.89 ,NA,,NA,,1.01,2.41,7.11%,5.38%,1.73%,,,,
1880.09,5.18,0.25,0.46,9.32,1880.71,3.81,161.30,7.63, 293.98 ,14.40, 26.25 ,NA,,NA,,1.01,2.40,6.93%,5.32%,1.61%,,,,
1880.1,5.33,0.25,0.47,9.32,1880.79,3.78,165.97,7.78, 303.68 ,14.69, 26.88 ,NA,,NA,,1.01,2.41,6.13%,5.28%,0.85%,,,,
1880.11,5.61,0.26,0.48,9.42,1880.87,3.75,172.92,7.86, 317.60 ,14.82, 27.22 ,NA,,NA,,1.01,2.40,5.15%,5.60%,-0.45%,,,,
1880.12,5.84,0.26,0.49,9.51,1880.96,3.73,178.21,7.93, 328.53 ,14.95, 27.56 ,NA,,NA,,1.01,2.39,4.59%,5.66%,-1.08%,,,,
1881.01,6.19,0.27,0.49,9.42,1881.04,3.70,190.80,8.17, 352.99 ,14.97, 27.70 ,18.47,,24.14,-1.05%,1.00,2.42,4.54%,5.65%,-1.11%,,,,
1881.02,6.17,0.27,0.48,9.51,1881.12,3.69,188.28,8.24, 349.60 ,14.70, 27.29 ,18.15,,23.66,-1.14%,1.00,2.41,4.68%,5.62%,-0.94%,,,,
1881.03,6.24,0.28,0.48,9.51,1881.21,3.69,190.42,8.39, 354.87 ,14.57, 27.16 ,18.27,,23.77,-1.31%,1.00,2.42,4.24%,5.49%,-1.25%,,,,
1881.04,6.22,0.28,0.47,9.61,1881.29,3.68,187.93,8.46, 351.54 ,14.30, 26.75 ,17.95,,23.31,-0.75%,1.00,2.40,4.60%,5.46%,-0.87%,,,,
1881.05,6.50,0.29,0.47,9.51,1881.37,3.67,198.35,8.70, 372.39 ,14.32, 26.88 ,18.87,,24.46,-0.89%,1.00,2.43,4.12%,5.48%,-1.36%,,,,
1881.06,6.58,0.29,0.47,9.51,1881.46,3.67,200.79,8.85, 378.36 ,14.19, 26.74 ,19.03,,24.62,-0.77%,1.00,2.44,4.03%,5.73%,-1.70%,,,,
1881.07,6.35,0.30,0.46,9.61,1881.54,3.66,191.86,8.91, 362.92 ,13.92, 26.34 ,18.12,,23.40,-0.40%,1.00,2.43,4.46%,5.96%,-1.50%,,,,
1881.08,6.20,0.30,0.46,9.80,1881.62,3.65,183.69,8.89, 348.87 ,13.53, 25.70 ,17.29,,22.29,0.21%,1.00,2.39,5.26%,6.16%,-0.91%,,,,
1881.09,6.25,0.31,0.45,10.18,1881.71,3.65,178.25,8.70, 339.91 ,12.91, 24.61 ,16.72,,21.54,0.56%,1.00,2.31,6.53%,6.69%,-0.17%,,,,
1881.1,6.15,0.31,0.45,10.28,1881.79,3.64,173.77,8.76, 332.77 ,12.67, 24.26 ,16.26,,20.93,0.67%,1.00,2.29,6.79%,6.79%,0.00%,,,,
1881.11,6.19,0.32,0.44,10.18,1881.87,3.63,176.54,8.98, 339.50 ,12.67, 24.36 ,16.48,,21.19,0.51%,1.00,2.32,6.58%,6.82%,-0.23%,,,,
1881.12,6.01,0.32,0.44,10.18,1881.96,3.63,171.40,9.13, 331.09 ,12.55, 24.24 ,15.96,,20.51,0.49%,1.00,2.33,7.21%,6.81%,0.40%,,,,
1882.01,5.92,0.32,0.44,10.18,1882.04,3.62,168.84,9.13, 327.60 ,12.53, 24.30 ,15.68,,20.14,0.61%,1.00,2.34,7.83%,7.08%,0.75%,,,,
1882.02,5.79,0.32,0.44,10.28,1882.12,3.62,163.60,9.04, 318.90 ,12.38, 24.14 ,15.15,,19.46,0.92%,1.00,2.33,8.18%,7.17%,1.01%,,,,
1882.03,5.78,0.32,0.44,10.28,1882.21,3.62,163.32,9.04, 319.82 ,12.36, 24.21 ,15.09,,19.38,0.80%,1.00,2.33,8.59%,7.45%,1.14%,,,,
1882.04,5.78,0.32,0.44,10.37,1882.29,3.62,161.82,8.96, 318.35 ,12.23, 24.05 ,14.92,,19.15,0.75%,1.00,2.32,8.80%,7.68%,1.12%,,,,
1882.05,5.71,0.32,0.44,10.47,1882.37,3.62,158.41,8.88, 313.09 ,12.09, 23.90 ,14.57,,18.70,1.00%,1.00,2.30,9.02%,7.77%,1.25%,,,,
1882.06,5.68,0.32,0.44,10.56,1882.46,3.62,156.15,8.80, 310.09 ,11.96, 23.75 ,14.33,,18.39,1.27%,1.00,2.29,9.10%,7.85%,1.25%,,,,
1882.07,6.00,0.32,0.43,10.47,1882.54,3.63,166.45,8.88, 332.00 ,12.05, 24.03 ,15.24,,19.56,0.91%,1.00,2.32,8.11%,7.46%,0.65%,,,,
1882.08,6.18,0.32,0.43,10.56,1882.62,3.63,169.90,8.80, 340.34 ,11.91, 23.86 ,15.53,,19.91,0.80%,1.00,2.30,7.89%,7.41%,0.49%,,,,
1882.09,6.24,0.32,0.43,10.28,1882.71,3.63,176.31,9.04, 354.70 ,12.22, 24.58 ,16.08,,20.62,0.24%,1.00,2.37,7.21%,7.10%,0.11%,,,,
1882.1,6.07,0.32,0.43,10.18,1882.79,3.63,173.11,9.13, 349.79 ,12.31, 24.88 ,15.76,,20.19,0.49%,1.00,2.40,7.62%,6.99%,0.62%,,,,
1882.11,5.81,0.32,0.43,10.09,1882.87,3.63,167.26,9.21, 339.52 ,12.40, 25.17 ,15.19,,19.47,0.35%,1.00,2.43,7.66%,6.61%,1.05%,,,,
1882.12,5.84,0.32,0.43,9.99,1882.96,3.63,169.73,9.30, 346.10 ,12.50, 25.48 ,15.38,,19.70,0.32%,1.00,2.46,7.24%,6.37%,0.88%,,,,
1883.01,5.81,0.32,0.43,9.99,1883.04,3.63,168.85,9.32, 345.90 ,12.42, 25.45 ,15.27,,19.56,0.36%,1.00,2.47,7.08%,5.97%,1.12%,,,,
1883.02,5.68,0.32,0.43,10.09,1883.12,3.63,163.52,9.26, 336.56 ,12.24, 25.18 ,14.76,,18.90,0.47%,1.00,2.45,7.10%,5.94%,1.15%,,,,
1883.03,5.75,0.32,0.42,9.99,1883.21,3.63,167.11,9.37, 345.55 ,12.28, 25.39 ,15.05,,19.27,0.25%,1.00,2.49,6.72%,6.10%,0.61%,,,,
