Date,S&P Comp.,Dividend,Earnings,  Consumer Price Index CPI,Date Fraction  ,Long Interest Rate GS10,Real Price,Real Dividend, Real Total Return Price ,Real Earnings, Real TR Scaled Earnings ,Cyclically Adjusted Price Earnings Ratio P/E10 or CAPE,,Cyclically Adjusted Total Return Price Earnings Ratio TR P/E10 or TR CAPE,Excess CAPE Yield,Monthly Total Bond Returns,Real Total Bond Returns,10 Year Annualized Stock Real Return,10 Year Annualized Bonds  Real Return,Real 10 Year Excess Annualized  Returns,,,,
1912.08,9.81,0.48,0.66,9.70,1912.62,4.27,293.49,14.26," 2,337.18 ",19.84, 158.03 ,13.98,,17.65,4.72%,1.00,6.86,-0.13%,-0.98%,0.84%,,,,
1912.09,9.86,0.48,0.67,9.80,1912.71,4.30,292.12,14.15," 2,335.67 ",19.92, 159.30 ,13.93,,17.58,4.70%,1.00,6.80,0.18%,-0.85%,1.03%,,,,
1912.1,9.84,0.48,0.68,9.80,1912.79,4.34,291.53,14.17," 2,340.38 ",20.20, 162.14 ,13.91,,17.56,3.99%,1.00,6.80,0.36%,-0.89%,1.25%,,,,
1912.11,9.73,0.48,0.69,9.80,1912.87,4.38,288.27,14.20," 2,323.71 ",20.47, 164.98 ,13.75,,17.37,4.37%,1.00,6.81,-0.09%,-0.92%,0.83%,,,,
1912.12,9.38,0.48,0.70,9.70,1912.96,4.41,280.63,14.36," 2,271.74 ",20.94, 169.53 ,13.39,,16.92,4.31%,1.00,6.88,0.10%,-1.05%,1.15%,,,,
1913.01,9.30,0.48,0.69,9.80,1913.04,4.45,275.53,14.22," 2,240.09 ",20.57, 167.21 ,13.15,,16.62,4.40%,1.01,6.82,0.49%,-0.87%,1.36%,,,,
1913.02,8.97,0.48,0.69,9.80,1913.12,4.43,265.75,14.22," 2,170.23 ",20.39, 166.53 ,12.68,,16.04,4.71%,1.01,6.85,1.27%,-0.87%,2.15%,,,,
1913.03,8.80,0.48,0.68,9.80,1913.21,4.40,260.72,14.22," 2,138.78 ",20.22, 165.88 ,12.44,,15.75,5.22%,1.01,6.89,1.63%,-0.87%,2.50%,,,,
1913.04,8.79,0.48,0.68,9.80,1913.29,4.38,260.42,14.22," 2,146.07 ",20.05, 165.22 ,12.43,,15.74,5.25%,1.01,6.93,1.22%,-0.93%,2.15%,,,,
1913.05,8.55,0.48,0.67,9.70,1913.37,4.35,255.92,14.37," 2,118.86 ",20.08, 166.24 ,12.22,,15.49,5.54%,1.01,7.04,0.91%,-1.03%,1.94%,,,,
1913.06,8.12,0.48,0.67,9.80,1913.46,4.33,240.57,14.22," 2,001.58 ",19.70, 163.92 ,11.49,,14.58,6.19%,1.01,7.01,1.09%,-0.99%,2.08%,,,,
1913.07,8.23,0.48,0.66,9.90,1913.54,4.31,241.37,14.08," 2,017.96 ",19.33, 161.63 ,11.53,,14.65,6.29%,1.01,6.98,0.60%,-1.00%,1.60%,,,,
1913.08,8.45,0.48,0.65,9.90,1913.62,4.28,247.82,14.08," 2,081.71 ",19.16, 160.94 ,11.85,,15.06,6.08%,1.01,7.02,0.45%,-0.95%,1.39%,,,,
1913.09,8.53,0.48,0.65,10.00,1913.71,4.26,247.66,13.94," 2,090.16 ",18.80, 158.66 ,11.84,,15.07,6.10%,1.01,6.98,0.46%,-0.90%,1.37%,,,,
1913.1,8.26,0.48,0.64,10.00,1913.79,4.23,239.82,13.94," 2,033.80 ",18.63, 158.00 ,11.47,,14.61,6.51%,1.01,7.02,0.59%,-0.96%,1.55%,,,,
1913.11,8.05,0.48,0.64,10.10,1913.87,4.21,231.41,13.80," 1,972.22 ",18.28, 155.77 ,11.07,,14.12,7.07%,1.01,6.99,1.25%,-0.86%,2.11%,,,,
1913.12,8.04,0.48,0.63,10.00,1913.96,4.18,233.44,13.94," 1,999.37 ",18.29, 156.67 ,11.17,,14.27,6.91%,1.01,7.10,1.50%,-0.96%,2.46%,,,,
1914.01,8.37,0.48,0.62,10.00,1914.04,4.16,243.02,13.79," 2,091.28 ",18.02, 155.11 ,11.64,,14.88,6.34%,1.00,7.14,1.42%,-0.96%,2.38%,,,,
1914.02,8.48,0.47,0.61,9.90,1914.12,4.17,248.70,13.78," 2,150.05 ",17.94, 155.09 ,11.91,,15.24,5.80%,1.00,7.23,1.29%,-0.99%,2.28%,,,,
1914.03,8.32,0.47,0.60,9.90,1914.21,4.17,244.01,13.64," 2,119.31 ",17.67, 153.47 ,11.69,,14.97,6.07%,1.00,7.25,1.35%,-0.91%,2.27%,,,,
1914.04,8.12,0.46,0.59,9.80,1914.29,4.18,240.57,13.63," 2,099.33 ",17.58, 153.39 ,11.52,,14.78,6.20%,1.00,7.35,1.33%,-0.94%,2.26%,,,,
1914.05,8.17,0.46,0.58,9.90,1914.37,4.19,239.61,13.34," 2,100.62 ",17.13, 150.21 ,11.48,,14.74,6.57%,1.00,7.30,1.34%,-0.82%,2.16%,,,,
1914.06,8.13,0.45,0.58,9.90,1914.46,4.19,238.43,13.20," 2,099.98 ",16.86, 148.52 ,11.43,,14.69,6.60%,1.00,7.32,1.58%,-0.80%,2.39%,,,,
1914.07,7.68,0.45,0.57,10.00,1914.54,4.20,222.98,12.92," 1,973.39 ",16.43, 145.38 ,10.69,,13.77,7.30%,1.00,7.26,2.67%,-0.74%,3.42%,,,,
1914.08,7.68,0.44,0.56,10.20,1914.62,4.21,218.61,12.52," 1,943.94 ",15.85, 140.91 ,10.49,,13.53,7.55%,1.00,7.14,3.29%,-0.47%,3.76%,,,,
1914.09,7.68,0.44,0.55,10.20,1914.71,4.21,218.61,12.38," 1,953.11 ",15.58, 139.24 ,10.50,,13.56,7.42%,1.00,7.16,3.13%,-0.51%,3.64%,,,,
1914.1,7.68,0.43,0.54,10.10,1914.79,4.22,220.78,12.36," 1,981.65 ",15.47, 138.90 ,10.61,,13.72,7.21%,1.00,7.26,2.84%,-0.65%,3.49%,,,,
1914.11,7.68,0.43,0.53,10.20,1914.87,4.23,218.61,12.10," 1,971.27 ",15.06, 135.83 ,10.52,,13.62,7.16%,1.00,7.21,3.50%,-0.54%,4.04%,,,,
1914.12,7.35,0.42,0.52,10.10,1914.96,4.23,211.29,12.07," 1,914.32 ",14.95, 135.43 ,10.17,,13.19,7.38%,1.00,7.30,4.34%,-0.68%,5.01%,,,,
1915.01,7.48,0.42,0.55,10.10,1915.04,4.24,215.03,12.10," 1,957.31 ",15.81, 143.92 ,10.36,,13.46,7.19%,1.00,7.32,4.57%,-0.66%,5.23%,,,,
1915.02,7.38,0.42,0.58,10.00,1915.12,4.22,214.27,12.24," 1,959.74 ",16.84, 154.02 ,10.33,,13.44,7.13%,1.00,7.43,4.75%,-0.71%,5.46%,,,,
1915.03,7.57,0.42,0.61,9.90,1915.21,4.21,222.01,12.39," 2,039.95 ",17.89, 164.38 ,10.71,,13.94,6.82%,1.00,7.54,4.04%,-0.87%,4.91%,,,,
1915.04,8.14,0.42,0.64,10.00,1915.29,4.19,236.34,12.29," 2,181.03 ",18.58, 171.48 ,11.40,,14.86,6.37%,1.00,7.50,3.35%,-0.71%,4.06%,,,,
1915.05,7.95,0.42,0.67,10.10,1915.37,4.18,228.54,12.19," 2,118.40 ",19.26, 178.53 ,11.03,,14.38,6.90%,1.00,7.46,3.96%,-0.67%,4.64%,,,,
1915.06,8.04,0.43,0.70,10.10,1915.46,4.16,231.13,12.22," 2,151.82 ",20.12, 187.35 ,11.15,,14.55,6.81%,1.00,7.50,3.91%,-0.79%,4.70%,,,,
1915.07,8.01,0.43,0.73,10.10,1915.54,4.15,230.26,12.24," 2,153.29 ",20.99, 196.24 ,11.11,,14.50,6.86%,1.00,7.54,4.12%,-0.91%,5.03%,,,,
1915.08,8.35,0.43,0.76,10.10,1915.62,4.13,240.04,12.27," 2,254.25 ",21.85, 205.18 ,11.58,,15.11,6.40%,1.00,7.57,3.83%,-0.91%,4.74%,,,,
1915.09,8.66,0.43,0.79,10.10,1915.71,4.11,248.95,12.29," 2,347.56 ",22.71, 214.15 ,12.01,,15.66,6.22%,1.00,7.61,3.69%,-0.92%,4.60%,,,,
1915.1,9.14,0.43,0.82,10.20,1915.79,4.10,260.17,12.19," 2,462.97 ",23.34, 220.97 ,12.55,,16.35,5.98%,1.00,7.57,3.57%,-0.82%,4.39%,,,,
1915.11,9.46,0.43,0.85,10.30,1915.87,4.08,266.67,12.10," 2,533.99 ",23.96, 227.68 ,12.86,,16.74,5.79%,1.00,7.53,3.46%,-0.90%,4.35%,,,,
1915.12,9.48,0.43,0.88,10.30,1915.96,4.07,267.23,12.12," 2,548.95 ",24.81, 236.61 ,12.88,,16.75,5.68%,1.00,7.56,3.66%,-0.84%,4.51%,,,,
1916.01,9.33,0.44,0.93,10.40,1916.04,4.05,260.47,12.31," 2,494.28 ",26.08, 249.75 ,12.54,,16.30,6.00%,1.00,7.53,4.09%,-0.75%,4.84%,,,,
1916.02,9.20,0.45,0.99,10.40,1916.12,4.07,256.84,12.61," 2,469.59 ",27.59, 265.29 ,12.35,,16.03,6.11%,1.00,7.54,4.25%,-0.72%,4.97%,,,,
1916.03,9.17,0.46,1.04,10.50,1916.21,4.08,253.57,12.79," 2,448.34 ",28.81, 278.21 ,12.18,,15.79,6.31%,1.00,7.49,3.71%,-0.54%,4.25%,,,,
1916.04,9.07,0.47,1.10,10.60,1916.29,4.10,248.44,12.96," 2,409.22 ",30.05, 291.39 ,11.91,,15.42,6.57%,1.00,7.43,3.58%,-0.47%,4.04%,,,,
1916.05,9.27,0.48,1.15,10.70,1916.37,4.11,251.54,13.14," 2,449.95 ",31.23, 304.20 ,12.03,,15.55,6.46%,1.00,7.38,3.58%,-0.28%,3.86%,,,,
1916.06,9.36,0.50,1.21,10.80,1916.46,4.13,251.63,13.31," 2,461.64 ",32.39, 316.91 ,12.00,,15.49,6.56%,1.00,7.33,4.12%,-0.10%,4.22%,,,,
1916.07,9.23,0.51,1.26,10.80,1916.54,4.14,248.14,13.60," 2,438.53 ",33.85, 332.62 ,11.79,,15.21,7.04%,1.00,7.34,4.81%,0.04%,4.77%,,,,
1916.08,9.30,0.52,1.31,10.90,1916.62,4.16,247.73,13.76," 2,445.76 ",34.97, 345.30 ,11.73,,15.11,6.93%,1.00,7.29,5.29%,0.22%,5.07%,,,,
1916.09,9.68,0.53,1.37,11.10,1916.71,4.17,253.20,13.80," 2,511.17 ",35.78, 354.88 ,11.94,,15.36,6.83%,1.00,7.18,5.16%,0.38%,4.78%,,,,
1916.1,9.98,0.54,1.42,11.30,1916.79,4.19,256.43,13.83," 2,554.61 ",36.54, 363.99 ,12.05,,15.46,6.70%,1.00,7.07,4.72%,0.53%,4.20%,,,,
1916.11,10.21,0.55,1.48,11.50,1916.87,4.20,257.78,13.87," 2,579.54 ",37.27, 372.91 ,12.05,,15.44,6.75%,1.00,6.96,4.74%,0.68%,4.07%,,,,
1916.12,9.80,0.56,1.53,11.60,1916.96,4.22,245.29,14.02," 2,466.30 ",38.30, 385.04 ,11.41,,14.60,7.18%,1.00,6.91,5.50%,0.79%,4.70%,,,,
1917.01,9.57,0.57,1.51,11.70,1917.04,4.23,237.49,14.16," 2,399.70 ",37.45, 378.39 ,10.99,,14.04,7.70%,1.00,6.87,5.88%,1.02%,4.86%,,,,
1917.02,9.03,0.58,1.49,12.00,1917.12,4.26,218.48,14.07," 2,219.54 ",36.00, 365.74 ,10.06,,12.84,8.55%,1.00,6.71,7.02%,1.35%,5.67%,,,,
1917.03,9.31,0.59,1.47,12.00,1917.21,4.29,225.26,14.34," 2,300.50 ",35.52, 362.74 ,10.33,,13.17,8.38%,1.00,6.72,6.91%,1.43%,5.48%,,,,
1917.04,9.17,0.60,1.45,12.60,1917.29,4.32,211.31,13.90," 2,169.83 ",33.34, 342.39 ,9.64,,12.29,9.54%,1.00,6.40,7.84%,1.94%,5.90%,,,,
1917.05,8.86,0.61,1.43,12.80,1917.37,4.34,200.97,13.93," 2,075.65 ",32.35, 334.07 ,9.14,,11.65,10.03%,1.00,6.31,8.67%,2.06%,6.61%,,,,
1917.06,9.04,0.63,1.41,13.00,1917.46,4.37,201.90,13.96," 2,097.25 ",31.38, 325.95 ,9.15,,11.67,10.04%,1.00,6.22,8.62%,2.12%,6.50%,,,,
1917.07,8.79,0.64,1.38,12.80,1917.54,4.40,199.39,14.42," 2,083.59 ",31.39, 328.07 ,9.00,,11.49,10.03%,1.00,6.33,9.16%,2.15%,7.01%,,,,
1917.08,8.53,0.65,1.36,13.00,1917.62,4.43,190.51,14.44," 2,003.44 ",30.44, 320.13 ,8.57,,10.95,10.72%,1.00,6.24,10.26%,2.38%,7.88%,,,,
1917.09,8.12,0.66,1.34,13.30,1917.71,4.46,177.26,14.35," 1,876.70 ",29.32, 310.39 ,7.95,,10.17,11.84%,1.00,6.11,11.58%,2.57%,9.01%,,,,
1917.1,7.68,0.67,1.32,13.50,1917.79,4.49,165.17,14.37," 1,761.39 ",28.43, 303.20 ,7.39,,9.47,12.82%,1.00,6.03,12.09%,2.68%,9.42%,,,,
1917.11,7.04,0.68,1.30,13.50,1917.87,4.51,151.41,14.61," 1,627.59 ",27.98, 300.78 ,6.75,,8.69,14.50%,1.00,6.04,13.34%,2.75%,10.59%,,,,
1917.12,6.80,0.69,1.28,13.70,1917.96,4.54,144.11,14.62," 1,562.25 ",27.13, 294.07 ,6.41,,8.28,15.63%,1.00,5.96,14.12%,2.92%,11.20%,,,,
1918.01,7.21,0.68,1.26,14.00,1918.04,4.57,149.53,14.10," 1,633.69 ",26.05, 284.59 ,6.64,,8.60,15.41%,1.00,5.84,13.69%,3.15%,10.54%,,,,
1918.02,7.43,0.67,1.23,14.10,1918.12,4.56,153.00,13.80," 1,684.16 ",25.37, 279.26 ,6.78,,8.81,15.29%,1.00,5.82,13.39%,3.31%,10.07%,,,,
1918.03,7.28,0.66,1.21,14.00,1918.21,4.56,150.98,13.69," 1,674.50 ",25.05, 277.86 ,6.69,,8.70,15.44%,1.00,5.89,14.09%,3.20%,10.88%,,,,
1918.04,7.21,0.65,1.18,14.20,1918.29,4.55,147.42,13.29," 1,647.33 ",24.19, 270.29 ,6.52,,8.51,15.85%,1.00,5.83,15.01%,3.31%,11.70%,,,,
1918.05,7.44,0.64,1.16,14.50,1918.37,4.55,148.98,12.82," 1,676.64 ",23.21, 261.19 ,6.58,,8.61,15.94%,1.00,5.73,15.13%,3.44%,11.70%,,,,
1918.06,7.45,0.63,1.14,14.70,1918.46,4.54,147.15,12.44," 1,667.72 ",22.42, 254.08 ,6.50,,8.52,16.29%,1.00,5.68,14.72%,3.60%,11.12%,,,,
1918.07,7.51,0.62,1.11,15.10,1918.54,4.54,144.40,11.92," 1,647.88 ",21.36, 243.78 ,6.37,,8.38,16.76%,1.00,5.55,14.99%,3.85%,11.14%,,,,
1918.08,7.58,0.61,1.09,15.40,1918.62,4.53,142.91,11.50," 1,641.78 ",20.49, 235.44 ,6.30,,8.31,17.15%,1.00,5.47,15.44%,4.02%,11.42%,,,,
1918.09,7.54,0.60,1.06,15.70,1918.71,4.52,139.44,11.10," 1,612.53 ",19.66, 227.34 ,6.15,,8.12,17.76%,1.00,5.39,16.33%,4.07%,12.27%,,,,
1918.1,7.86,0.59,1.04,16.00,1918.79,4.52,142.63,10.71," 1,659.77 ",18.84, 219.19 ,6.29,,8.33,17.48%,1.00,5.31,16.34%,4.29%,12.05%,,,,
1918.11,8.06,0.58,1.01,16.30,1918.87,4.51,143.57,10.33," 1,680.69 ",18.06, 211.44 ,6.33,,8.40,17.46%,1.00,5.23,16.99%,4.45%,12.54%,,,,
1918.12,7.90,0.57,0.99,16.50,1918.96,4.51,139.01,10.03," 1,637.15 ",17.42, 205.16 ,6.13,,8.15,18.00%,1.00,5.19,17.45%,4.61%,12.84%,,,,
1919.01,7.85,0.57,0.99,16.50,1919.04,4.50,138.13,9.97," 1,636.57 ",17.33, 205.35 ,6.10,,8.12,18.21%,1.00,5.21,18.33%,4.58%,13.75%,,,,
1919.02,7.88,0.56,0.98,16.20,1919.12,4.54,141.23,10.10," 1,683.22 ",17.56, 209.33 ,6.24,,8.33,17.50%,1.00,5.31,18.09%,4.43%,13.66%,,,,
1919.03,8.12,0.56,0.98,16.40,1919.21,4.58,143.76,9.91," 1,723.18 ",17.26, 206.91 ,6.36,,8.50,17.29%,1.00,5.25,18.12%,4.67%,13.45%,,,,
1919.04,8.39,0.56,0.97,16.70,1919.29,4.62,145.87,9.68," 1,758.16 ",16.86, 203.27 ,6.46,,8.65,16.98%,1.00,5.16,17.92%,4.96%,12.95%,,,,
1919.05,8.97,0.55,0.97,16.90,1919.37,4.66,154.11,9.51," 1,867.00 ",16.58, 200.85 ,6.83,,9.16,16.11%,1.00,5.10,17.35%,5.07%,12.28%,,,,
1919.06,9.21,0.55,0.96,16.90,1919.46,4.70,158.23,9.45," 1,926.49 ",16.49, 200.81 ,7.02,,9.43,15.57%,1.00,5.11,17.17%,5.06%,12.11%,,,,
1919.07,9.51,0.55,0.96,17.40,1919.54,4.74,158.69,9.12," 1,941.34 ",15.94, 194.95 ,7.05,,9.48,15.77%,1.00,4.96,17.98%,5.29%,12.69%,,,,
1919.08,8.87,0.54,0.95,17.70,1919.62,4.77,145.50,8.91," 1,789.09 ",15.58, 191.62 ,6.48,,8.71,17.06%,1.00,4.88,19.64%,5.51%,14.13%,,,,
1919.09,9.01,0.54,0.95,17.80,1919.71,4.81,146.97,8.81," 1,816.14 ",15.41, 190.48 ,6.56,,8.83,16.79%,1.00,4.86,19.96%,5.61%,14.34%,,,,
1919.1,9.47,0.54,0.94,18.10,1919.79,4.85,151.91,8.61," 1,886.09 ",15.08, 187.21 ,6.79,,9.15,16.19%,1.00,4.79,18.21%,5.83%,12.38%,,,,
1919.11,9.19,0.53,0.94,18.50,1919.87,4.89,144.23,8.37," 1,799.41 ",14.67, 183.07 ,6.47,,8.72,17.03%,1.00,4.69,15.21%,6.11%,9.11%,,,,
1919.12,8.92,0.53,0.93,18.90,1919.96,4.93,137.03,8.14," 1,718.04 ",14.29, 179.12 ,6.16,,8.32,17.88%,1.00,4.59,16.31%,6.44%,9.88%,,,,
1920.01,8.83,0.53,0.92,19.30,1920.04,4.97,132.84,7.95," 1,673.77 ",13.83, 174.24 ,5.99,,8.09,18.63%,1.00,4.50,16.90%,6.76%,10.13%,,,,
1920.02,8.10,0.53,0.91,19.50,1920.12,4.98,120.60,7.84," 1,527.88 ",13.52, 171.33 ,5.46,,7.38,20.37%,1.00,4.47,18.80%,6.93%,11.87%,,,,
1920.03,8.67,0.53,0.90,19.70,1920.21,4.99,127.78,7.74," 1,626.96 ",13.23, 168.42 ,5.80,,7.86,19.18%,1.00,4.44,18.60%,7.09%,11.51%,,,,
1920.04,8.60,0.52,0.89,20.30,1920.29,5.00,123.00,7.48," 1,574.07 ",12.68, 162.29 ,5.60,,7.60,20.00%,1.00,4.32,19.70%,7.34%,12.36%,,,,
1920.05,8.06,0.52,0.88,20.60,1920.37,5.01,113.60,7.35," 1,461.59 ",12.34, 158.82 ,5.19,,7.05,21.77%,1.00,4.27,19.96%,7.55%,12.41%,,,,
1920.06,7.92,0.52,0.87,20.90,1920.46,5.02,110.03,7.22," 1,423.33 ",12.02, 155.45 ,5.04,,6.86,22.57%,1.00,4.23,19.12%,7.76%,11.36%,,,,
1920.07,7.91,0.52,0.85,20.80,1920.54,5.03,110.41,7.23," 1,436.17 ",11.92, 155.09 ,5.08,,6.93,22.36%,1.00,4.26,18.94%,7.82%,11.12%,,,,
1920.08,7.60,0.52,0.84,20.30,1920.62,5.04,108.70,7.39," 1,421.88 ",12.06, 157.77 ,5.02,,6.86,22.43%,1.00,4.38,19.03%,7.61%,11.41%,,,,
1920.09,7.87,0.52,0.83,20.00,1920.71,5.05,114.25,7.48," 1,502.63 ",12.09, 158.95 ,5.30,,7.25,21.33%,1.00,4.46,18.34%,7.38%,10.96%,,,,
1920.1,7.88,0.51,0.82,19.90,1920.79,5.06,114.97,7.49," 1,520.31 ",11.99, 158.53 ,5.35,,7.33,21.39%,1.00,4.50,16.59%,7.38%,9.21%,,,,
1920.11,7.48,0.51,0.81,19.80,1920.87,5.07,109.69,7.50," 1,458.69 ",11.89, 158.12 ,5.13,,7.04,22.37%,1.00,4.54,16.32%,7.38%,8.94%,,,,
1920.12,6.81,0.51,0.80,19.40,1920.96,5.08,101.92,7.63," 1,363.87 ",11.97, 160.22 ,4.78,,6.58,23.53%,1.00,4.65,16.57%,7.35%,9.23%,,,,
1921.01,7.11,0.51,0.76,19.00,1921.04,5.09,108.65,7.73," 1,462.55 ",11.58, 155.82 ,5.12,,7.06,21.92%,1.01,4.76,16.31%,7.25%,9.06%,,,,
1921.02,7.06,0.50,0.72,18.40,1921.12,5.02,111.40,7.92," 1,508.51 ",11.28, 152.77 ,5.27,,7.29,21.41%,1.01,4.96,17.01%,6.94%,10.07%,,,,
1921.03,6.88,0.50,0.67,18.30,1921.21,4.96,109.16,7.89," 1,486.99 ",10.67, 145.35 ,5.19,,7.19,21.61%,1.01,5.04,17.53%,6.86%,10.67%,,,,
1921.04,6.91,0.49,0.63,18.10,1921.29,4.89,110.84,7.91," 1,518.96 ",10.11, 138.49 ,5.30,,7.35,21.52%,1.01,5.14,16.24%,6.72%,9.53%,,,,
1921.05,7.12,0.49,0.59,17.70,1921.37,4.83,116.79,8.02," 1,609.65 ",9.64, 132.82 ,5.61,,7.80,20.30%,1.01,5.31,14.61%,6.52%,8.09%,,,,
1921.06,6.55,0.49,0.55,17.60,1921.46,4.76,108.05,8.00," 1,498.39 ",8.99, 124.68 ,5.22,,7.27,21.64%,1.01,5.39,15.27%,6.51%,8.76%,,,,
1921.07,6.53,0.48,0.50,17.70,1921.54,4.70,107.12,7.89," 1,494.49 ",8.24, 115.00 ,5.20,,7.26,21.72%,1.01,5.40,15.74%,6.48%,9.26%,,,,
1921.08,6.45,0.48,0.46,17.70,1921.62,4.63,105.80,7.82," 1,485.27 ",7.55, 105.93 ,5.16,,7.23,21.59%,1.01,5.45,15.52%,6.39%,9.13%,,,,
1921.09,6.61,0.47,0.42,17.50,1921.71,4.56,109.67,7.84," 1,548.68 ",6.93, 97.82 ,5.38,,7.55,20.64%,1.01,5.57,13.34%,6.25%,7.09%,,,,
1921.1,6.70,0.47,0.38,17.50,1921.79,4.50,111.16,7.77," 1,578.91 ",6.22, 88.37 ,5.48,,7.71,20.36%,1.01,5.62,11.66%,6.23%,5.43%,,,,
1921.11,7.06,0.46,0.33,17.40,1921.87,4.43,117.81,7.75," 1,682.48 ",5.55, 79.24 ,5.84,,8.24,19.35%,1.01,5.70,11.33%,6.22%,5.11%,,,,
1921.12,7.31,0.46,0.29,17.30,1921.96,4.37,122.68,7.72," 1,761.32 ",4.87, 69.87 ,6.11,,8.65,18.70%,1.01,5.78,8.71%,6.15%,2.56%,,,,
1922.01,7.30,0.46,0.32,16.90,1922.04,4.30,125.42,7.98," 1,810.08 ",5.55, 80.16 ,6.29,,8.92,17.95%,1.00,5.97,8.54%,6.03%,2.51%,,,,
1922.02,7.46,0.47,0.36,16.90,1922.12,4.31,128.16,8.05," 1,859.43 ",6.13, 88.91 ,6.46,,9.19,17.41%,1.00,5.99,8.39%,6.21%,2.18%,,,,
1922.03,7.74,0.47,0.39,16.70,1922.21,4.31,134.57,8.21," 1,962.26 ",6.78, 98.87 ,6.82,,9.72,16.24%,1.00,6.08,8.01%,6.18%,1.82%,,,,
1922.04,8.21,0.48,0.42,16.70,1922.29,4.32,142.74,8.29," 2,091.48 ",7.36, 107.83 ,7.27,,10.38,15.01%,1.00,6.10,4.59%,6.28%,-1.69%,,,,
1922.05,8.53,0.48,0.46,16.70,1922.37,4.32,148.30,8.36," 2,183.21 ",7.94, 116.89 ,7.59,,10.85,14.43%,1.00,6.12,3.05%,6.46%,-3.42%,,,,
1922.06,8.45,0.49,0.49,16.70,1922.46,4.33,146.91,8.43," 2,173.08 ",8.52, 126.01 ,7.56,,10.82,14.59%,1.00,6.14,1.81%,6.57%,-4.76%,,,,
1922.07,8.51,0.49,0.52,16.80,1922.54,4.33,147.07,8.45," 2,185.90 ",9.04, 134.42 ,7.60,,10.89,14.57%,1.00,6.13,2.36%,6.65%,-4.30%,,,,
1922.08,8.83,0.49,0.56,16.60,1922.62,4.34,154.44,8.63," 2,306.11 ",9.74, 145.39 ,8.02,,11.50,13.65%,1.00,6.22,6.19%,6.63%,-0.44%,,,,
1922.09,9.06,0.50,0.59,16.60,1922.71,4.34,158.47,8.70," 2,377.01 ",10.32, 154.79 ,8.27,,11.86,13.17%,1.00,6.24,7.00%,6.73%,0.27%,,,,
1922.1,9.26,0.50,0.62,16.70,1922.79,4.35,160.99,8.72," 2,425.83 ",10.84, 163.29 ,8.43,,12.11,12.99%,1.00,6.22,5.35%,6.90%,-1.55%,,,,
1922.11,8.80,0.51,0.66,16.80,1922.87,4.35,152.09,8.74," 2,302.58 ",11.35, 171.83 ,8.00,,11.49,13.69%,1.00,6.20,5.95%,7.07%,-1.12%,,,,
1922.12,8.78,0.51,0.69,16.90,1922.96,4.36,150.84,8.76," 2,294.81 ",11.85, 180.34 ,7.96,,11.45,13.90%,1.00,6.19,5.78%,7.24%,-1.46%,,,,
1923.01,8.90,0.51,0.71,16.80,1923.04,4.36,153.81,8.84," 2,351.23 ",12.34, 188.68 ,8.15,,11.73,13.44%,1.01,6.24,6.15%,7.36%,-1.21%,,,,
1923.02,9.28,0.51,0.74,16.80,1923.12,4.34,160.38,8.87," 2,462.92 ",12.76, 195.95 ,8.53,,12.27,12.92%,1.01,6.28,4.57%,7.51%,-2.94%,,,,
1923.03,9.43,0.52,0.76,16.80,1923.21,4.31,162.97,8.90," 2,514.12 ",13.18, 203.29 ,8.70,,12.51,12.72%,1.01,6.32,4.47%,7.58%,-3.11%,,,,
1923.04,9.10,0.52,0.79,16.90,1923.29,4.29,156.34,8.88," 2,423.20 ",13.52, 209.49 ,8.37,,12.04,13.26%,1.01,6.31,5.98%,7.63%,-1.65%,,,,
1923.05,8.67,0.52,0.81,16.90,1923.37,4.26,148.95,8.90," 2,320.20 ",13.93, 216.98 ,8.00,,11.51,13.95%,1.01,6.35,9.21%,7.61%,1.60%,,,,
1923.06,8.34,0.52,0.84,17.00,1923.46,4.24,142.44,8.88," 2,230.28 ",14.26, 223.30 ,7.67,,11.04,14.46%,1.01,6.35,11.35%,7.57%,3.77%,,,,
1923.07,8.06,0.52,0.86,17.20,1923.54,4.21,136.06,8.81," 2,141.83 ",14.50, 228.32 ,7.35,,10.57,15.08%,1.01,6.31,12.36%,7.35%,5.01%,,,,
1923.08,8.10,0.52,0.88,17.10,1923.62,4.19,137.53,8.89," 2,176.71 ",15.00, 237.37 ,7.44,,10.72,14.87%,1.01,6.38,11.56%,7.19%,4.37%,,,,
1923.09,8.15,0.53,0.91,17.20,1923.71,4.16,137.58,8.86," 2,189.10 ",15.32, 243.76 ,7.46,,10.75,14.82%,1.01,6.38,11.44%,7.24%,4.21%,,,,
1923.1,8.03,0.53,0.93,17.30,1923.79,4.14,134.77,8.84," 2,156.12 ",15.64, 250.17 ,7.32,,10.55,15.17%,1.01,6.37,10.52%,7.28%,3.24%,,,,
1923.11,8.27,0.53,0.96,17.30,1923.87,4.11,138.79,8.87," 2,232.38 ",16.04, 258.01 ,7.55,,10.88,14.67%,1.01,6.41,10.44%,7.27%,3.17%,,,,
1923.12,8.55,0.53,0.98,17.30,1923.96,4.09,143.49,8.89," 2,319.89 ",16.45, 265.91 ,7.81,,11.26,14.35%,1.01,6.44,10.27%,7.25%,3.02%,,,,
1924.01,8.83,0.53,0.98,17.30,1924.04,4.06,148.19,8.92," 2,407.88 ",16.38, 266.09 ,8.07,,11.63,13.96%,1.00,6.48,10.51%,7.24%,3.27%,,,,
